dateupdated,season,rolling_mean
2016-02-21T14:34:30Z,Winter,2.3833333333333333
2016-02-21T14:34:31Z,Winter,2.3666666666666667
2016-02-21T14:34:31Z,Winter,2.4
2016-02-21T14:34:31Z,Winter,2.433333333333333
2016-02-21T14:34:32Z,Winter,2.433333333333333
2016-02-21T14:34:34Z,Winter,2.433333333333333
2016-02-21T14:34:34Z,Winter,2.433333333333333
2016-02-21T14:34:35Z,Winter,2.466666666666667
2016-02-21T14:34:35Z,Winter,2.4833333333333334
2016-02-21T14:34:35Z,Winter,2.5
2016-02-21T14:34:36Z,Winter,2.5
2016-02-21T14:34:37Z,Winter,2.533333333333333
2016-02-21T14:34:37Z,Winter,2.566666666666667
2016-02-21T14:34:37Z,Winter,2.6166666666666667
2016-02-21T14:34:37Z,Winter,2.6666666666666665
2016-02-21T14:34:38Z,Winter,2.7
2016-02-21T14:34:38Z,Winter,2.7333333333333334
2016-02-21T14:34:38Z,Winter,2.7666666666666666
2016-02-21T14:34:39Z,Winter,2.8833333333333333
2016-02-21T14:34:39Z,Winter,3
2016-02-21T14:34:39Z,Winter,3.1
2016-02-21T14:34:39Z,Winter,3.2
2016-02-21T14:34:39Z,Winter,3.25
2016-02-21T14:34:39Z,Winter,3.3
2016-02-21T14:34:39Z,Winter,3.35
2016-02-21T14:34:39Z,Winter,3.4
2016-02-21T14:34:40Z,Winter,3.3333333333333335
2016-02-21T14:34:42Z,Winter,3.316666666666667
2016-02-21T14:34:43Z,Winter,3.3
2016-02-21T14:34:45Z,Winter,3.3
2016-02-21T14:34:45Z,Winter,3.3
2016-02-22T04:31:13Z,Winter,3.2666666666666666
2016-02-22T04:31:13Z,Winter,3.2333333333333334
2016-02-22T04:32:17Z,Winter,3.2
2016-02-22T04:32:17Z,Winter,3.1666666666666665
2016-02-22T04:33:06Z,Winter,3.15
2016-02-22T04:33:06Z,Winter,3.1333333333333333
2016-02-22T04:34:30Z,Winter,3.1166666666666667
2016-02-22T04:34:30Z,Winter,3.1166666666666667
2016-02-24T04:07:22Z,Winter,3.1
2016-02-24T04:07:44Z,Winter,3.1
2016-02-24T04:07:44Z,Winter,3.1
2016-02-24T04:09:37Z,Winter,3.1166666666666667
2016-02-24T04:09:37Z,Winter,3.1166666666666667
2016-02-24T04:11:00Z,Winter,3.1166666666666667
2016-02-24T04:11:00Z,Winter,3.1166666666666667
2016-02-24T04:11:23Z,Winter,3.1333333333333333
2016-02-24T04:11:23Z,Winter,3.15
2016-02-24T04:11:23Z,Winter,3.1666666666666665
2016-02-24T04:12:10Z,Winter,3.1666666666666665
2016-02-24T04:12:10Z,Winter,3.1666666666666665
2016-02-24T21:11:05Z,Winter,3.15
2016-02-25T22:08:42Z,Winter,3.15
2016-02-25T22:08:42Z,Winter,3.1166666666666667
2016-03-02T00:47:34Z,Spring,3.0833333333333335
2016-03-02T00:47:34Z,Spring,3.05
2016-03-03T04:59:39Z,Spring,3
2016-03-03T05:02:51Z,Spring,2.9833333333333334
2016-03-03T16:39:15Z,Spring,2.966666666666667
2016-03-04T03:32:13Z,Spring,2.95
2016-03-04T05:10:04Z,Spring,2.933333333333333
2016-03-04T05:43:01Z,Spring,2.933333333333333
2016-03-04T05:43:01Z,Spring,2.933333333333333
2016-03-04T05:43:01Z,Spring,2.933333333333333
2016-03-04T23:43:43Z,Spring,2.933333333333333
2016-03-06T00:20:40Z,Spring,2.9166666666666665
2016-03-07T11:15:26Z,Spring,2.9
2016-03-09T22:37:37Z,Spring,2.8666666666666667
2016-03-10T16:26:07Z,Spring,2.8333333333333335
2016-03-10T16:36:06Z,Spring,2.816666666666667
2016-03-10T16:36:06Z,Spring,2.8333333333333335
2016-03-10T21:10:52Z,Spring,2.8
2016-03-10T21:10:52Z,Spring,2.7666666666666666
2016-03-10T21:13:46Z,Spring,2.716666666666667
2016-03-11T20:26:21Z,Spring,2.6666666666666665
2016-03-11T22:34:20Z,Spring,2.6333333333333333
2016-03-11T22:38:03Z,Spring,2.6166666666666667
2016-03-11T22:38:03Z,Spring,2.6
2016-03-11T22:38:57Z,Spring,2.5
2016-03-11T22:38:57Z,Spring,2.4
2016-03-11T22:39:58Z,Spring,2.3
2016-03-11T22:39:58Z,Spring,2.2
2016-03-12T03:30:13Z,Spring,2.0833333333333335
2016-03-12T03:31:48Z,Spring,1.9833333333333334
2016-03-12T03:31:48Z,Spring,1.8833333333333333
2016-03-12T03:32:47Z,Spring,1.7666666666666666
2016-03-12T03:33:31Z,Spring,1.7833333333333334
2016-03-12T03:33:31Z,Spring,1.8
2016-03-12T03:33:38Z,Spring,1.8
2016-03-12T03:34:48Z,Spring,1.8
2016-03-12T03:34:48Z,Spring,1.8
2016-03-12T03:35:18Z,Spring,1.8166666666666667
2016-03-12T03:35:18Z,Spring,1.8333333333333333
2016-03-12T03:35:18Z,Spring,1.85
2016-03-12T03:39:35Z,Spring,1.8666666666666667
2016-03-12T03:39:35Z,Spring,1.8833333333333333
2016-03-12T03:39:35Z,Spring,1.9
2016-03-13T16:57:38Z,Spring,1.9
2016-03-13T16:57:38Z,Spring,1.9
2016-03-14T03:07:47Z,Spring,1.9
2016-03-14T04:14:34Z,Spring,1.8833333333333333
2016-03-14T17:57:12Z,Spring,1.8666666666666667
2016-03-15T13:54:15Z,Spring,1.8666666666666667
2016-03-15T13:54:15Z,Spring,1.8666666666666667
2016-03-15T14:14:52Z,Spring,1.85
2016-03-15T14:14:53Z,Spring,1.8833333333333333
2016-03-15T14:14:53Z,Spring,1.9
2016-03-15T14:14:53Z,Spring,1.9166666666666667
2016-03-15T14:14:53Z,Spring,1.9333333333333333
2016-03-15T15:06:25Z,Spring,1.9166666666666667
2016-03-15T15:06:27Z,Spring,1.9
2016-03-15T15:37:19Z,Spring,1.9
2016-03-15T15:37:22Z,Spring,1.9
2016-03-15T15:37:22Z,Spring,1.9
2016-03-15T16:08:19Z,Spring,1.8833333333333333
2016-03-15T16:13:26Z,Spring,1.8666666666666667
2016-03-15T16:13:27Z,Spring,1.8833333333333333
2016-03-15T16:13:27Z,Spring,1.9
2016-03-15T16:13:29Z,Spring,1.9166666666666667
2016-03-15T16:13:29Z,Spring,1.9333333333333333
2016-03-15T17:54:12Z,Spring,1.9333333333333333
2016-03-15T18:04:41Z,Spring,1.9
2016-03-15T18:15:06Z,Spring,1.8666666666666667
2016-03-15T22:37:56Z,Spring,1.85
2016-03-15T22:37:56Z,Spring,1.8666666666666667
2016-03-16T00:18:21Z,Spring,1.8833333333333333
2016-03-16T00:18:21Z,Spring,1.9
2016-03-16T00:22:39Z,Spring,1.9166666666666667
2016-03-16T00:22:39Z,Spring,1.9333333333333333
2016-03-16T00:53:28Z,Spring,1.9166666666666667
2016-03-16T03:21:36Z,Spring,1.9
2016-03-16T03:22:21Z,Spring,1.8833333333333333
2016-03-16T03:26:53Z,Spring,1.8666666666666667
2016-03-16T03:27:52Z,Spring,1.8833333333333333
2016-03-16T03:27:52Z,Spring,1.9
2016-03-16T03:30:02Z,Spring,1.9166666666666667
2016-03-16T03:30:02Z,Spring,1.9166666666666667
2016-03-16T03:30:56Z,Spring,1.9166666666666667
2016-03-16T03:30:56Z,Spring,1.9166666666666667
2016-03-16T03:33:46Z,Spring,1.9166666666666667
2016-03-16T03:33:46Z,Spring,1.9166666666666667
2016-03-16T03:34:33Z,Spring,1.9
2016-03-16T21:30:19Z,Spring,1.9
2016-03-19T02:23:40Z,Spring,1.8833333333333333
2016-03-19T02:34:55Z,Spring,1.8833333333333333
2016-03-19T02:34:55Z,Spring,1.9
2016-03-19T12:57:30Z,Spring,1.8833333333333333
2016-03-19T18:01:37Z,Spring,1.8833333333333333
2016-03-19T18:01:37Z,Spring,1.9
2016-03-20T00:54:10Z,Spring,1.8833333333333333
2016-03-20T01:13:38Z,Spring,1.8666666666666667
2016-03-20T01:19:36Z,Spring,1.8333333333333333
2016-03-20T22:55:48Z,Spring,1.8
2016-03-22T00:08:01Z,Spring,1.7666666666666666
2016-03-22T01:08:46Z,Spring,1.75
2016-03-22T01:08:46Z,Spring,1.7333333333333334
2016-03-22T01:35:50Z,Spring,1.7
2016-03-22T01:54:07Z,Spring,1.6833333333333333
2016-03-22T02:16:43Z,Spring,1.6833333333333333
2016-03-22T02:16:43Z,Spring,1.7
2016-03-22T21:27:42Z,Spring,1.7
2016-03-22T21:51:43Z,Spring,1.7166666666666666
2016-03-22T21:51:43Z,Spring,1.7166666666666666
2016-03-22T23:11:46Z,Spring,1.7166666666666666
2016-03-22T23:11:46Z,Spring,1.7333333333333334
2016-03-23T01:25:17Z,Spring,1.7
2016-03-23T01:25:17Z,Spring,1.6666666666666667
2016-03-23T01:25:38Z,Spring,1.6166666666666667
2016-03-24T01:28:06Z,Spring,1.5833333333333333
2016-03-24T01:28:06Z,Spring,1.6
2016-03-24T01:29:12Z,Spring,1.6
2016-03-24T01:57:34Z,Spring,1.6
2016-03-24T02:06:11Z,Spring,1.5833333333333333
2016-03-24T15:38:47Z,Spring,1.5833333333333333
2016-03-24T15:38:47Z,Spring,1.6
2016-03-24T22:28:20Z,Spring,1.6
2016-03-25T01:05:17Z,Spring,1.5833333333333333
2016-03-25T01:31:40Z,Spring,1.5833333333333333
2016-03-25T01:31:40Z,Spring,1.5833333333333333
2016-03-25T01:31:49Z,Spring,1.5833333333333333
2016-03-25T01:31:49Z,Spring,1.6
2016-03-25T01:32:03Z,Spring,1.6166666666666667
2016-03-25T01:32:03Z,Spring,1.6333333333333333
2016-03-25T13:42:20Z,Spring,1.6166666666666667
2016-03-25T22:47:49Z,Spring,1.6166666666666667
2016-03-25T22:47:49Z,Spring,1.6166666666666667
2016-03-25T22:49:14Z,Spring,1.6166666666666667
2016-03-25T22:49:14Z,Spring,1.6166666666666667
2016-03-26T00:12:08Z,Spring,1.6
2016-03-26T22:21:11Z,Spring,1.6166666666666667
2016-03-26T22:21:11Z,Spring,1.6333333333333333
2016-03-26T22:25:13Z,Spring,1.65
2016-03-26T22:25:13Z,Spring,1.6666666666666667
2016-03-26T22:25:15Z,Spring,1.7
2016-03-26T22:25:15Z,Spring,1.7333333333333334
2016-03-26T22:25:15Z,Spring,1.7666666666666666
2016-03-26T22:25:15Z,Spring,1.8
2016-03-27T12:07:30Z,Spring,1.7833333333333334
2016-03-27T12:08:08Z,Spring,1.8333333333333333
2016-03-27T12:08:08Z,Spring,1.8833333333333333
2016-03-27T12:08:08Z,Spring,1.9333333333333333
2016-03-27T12:08:08Z,Spring,2
2016-03-27T12:08:08Z,Spring,2.066666666666667
2016-03-27T12:08:32Z,Spring,2.1166666666666667
2016-03-27T12:08:32Z,Spring,2.15
2016-03-27T12:08:32Z,Spring,2.183333333333333
2016-03-27T12:08:32Z,Spring,2.2333333333333334
2016-03-27T12:09:27Z,Spring,2.2333333333333334
2016-03-27T12:09:27Z,Spring,2.2333333333333334
2016-03-27T12:09:32Z,Spring,2.2333333333333334
2016-03-27T21:24:18Z,Spring,2.25
2016-03-27T21:24:18Z,Spring,2.2666666666666666
2016-03-27T22:09:54Z,Spring,2.2666666666666666
2016-03-27T22:38:49Z,Spring,2.2666666666666666
2016-03-28T22:15:08Z,Spring,2.25
2016-03-29T03:16:16Z,Spring,2.25
2016-03-29T03:16:16Z,Spring,2.2666666666666666
2016-03-29T03:17:47Z,Spring,2.283333333333333
2016-03-29T03:17:47Z,Spring,2.283333333333333
2016-03-29T03:19:00Z,Spring,2.283333333333333
2016-03-29T03:19:00Z,Spring,2.3
2016-03-29T03:20:00Z,Spring,2.3
2016-03-29T03:20:00Z,Spring,2.3
2016-03-29T03:20:21Z,Spring,2.3
2016-03-29T03:20:21Z,Spring,2.3
2016-03-29T03:21:24Z,Spring,2.3
2016-03-29T03:21:24Z,Spring,2.3
2016-03-29T03:22:31Z,Spring,2.316666666666667
2016-03-29T03:22:31Z,Spring,2.316666666666667
2016-03-29T04:17:49Z,Spring,2.3
2016-03-29T05:07:49Z,Spring,2.316666666666667
2016-03-29T05:07:49Z,Spring,2.3333333333333335
2016-03-29T05:09:56Z,Spring,2.35
2016-03-29T05:09:56Z,Spring,2.35
2016-03-29T05:14:27Z,Spring,2.35
2016-03-29T05:14:27Z,Spring,2.3666666666666667
2016-03-29T19:55:04Z,Spring,2.4166666666666665
2016-03-29T19:55:04Z,Spring,2.45
2016-03-29T19:55:04Z,Spring,2.4833333333333334
2016-03-29T19:55:04Z,Spring,2.5166666666666666
2016-03-29T19:55:48Z,Spring,2.5166666666666666
2016-03-29T19:55:48Z,Spring,2.5166666666666666
2016-03-30T00:48:53Z,Spring,2.5166666666666666
2016-03-30T00:48:53Z,Spring,2.533333333333333
2016-03-30T00:52:34Z,Spring,2.533333333333333
2016-03-30T00:52:34Z,Spring,2.533333333333333
2016-03-30T00:56:31Z,Spring,2.533333333333333
2016-03-30T00:56:31Z,Spring,2.533333333333333
2016-03-30T00:56:39Z,Spring,2.55
2016-03-30T00:56:39Z,Spring,2.55
2016-03-30T17:09:53Z,Spring,2.533333333333333
2016-03-30T17:20:05Z,Spring,2.5166666666666666
2016-03-30T17:25:11Z,Spring,2.5
2016-03-30T17:45:23Z,Spring,2.45
2016-03-30T17:50:26Z,Spring,2.4
2016-03-30T18:10:42Z,Spring,2.35
2016-03-30T19:24:38Z,Spring,2.3333333333333335
2016-03-30T19:24:38Z,Spring,2.3666666666666667
2016-03-30T19:24:38Z,Spring,2.3333333333333335
2016-03-30T19:25:43Z,Spring,2.3
2016-03-30T19:25:43Z,Spring,2.2666666666666666
2016-03-30T19:25:43Z,Spring,2.2333333333333334
2016-03-30T19:26:12Z,Spring,2.2333333333333334
2016-03-30T19:26:12Z,Spring,2.25
2016-03-30T19:26:12Z,Spring,2.2666666666666666
2016-03-30T19:26:12Z,Spring,2.283333333333333
2016-03-30T19:26:12Z,Spring,2.3
2016-03-30T20:08:42Z,Spring,2.283333333333333
2016-03-30T20:09:09Z,Spring,2.283333333333333
2016-03-30T20:09:09Z,Spring,2.3
2016-03-30T20:10:23Z,Spring,2.283333333333333
2016-03-30T20:28:57Z,Spring,2.283333333333333
2016-03-30T20:28:57Z,Spring,2.3
2016-03-30T20:29:58Z,Spring,2.35
2016-03-30T20:29:58Z,Spring,2.4
2016-03-30T20:29:58Z,Spring,2.433333333333333
2016-03-30T20:29:58Z,Spring,2.466666666666667
2016-03-30T20:58:41Z,Spring,2.5
2016-03-30T20:58:41Z,Spring,2.533333333333333
2016-03-30T20:58:41Z,Spring,2.566666666666667
2016-03-30T20:58:41Z,Spring,2.6
2016-03-30T20:58:48Z,Spring,2.6166666666666667
2016-03-30T20:58:48Z,Spring,2.6333333333333333
2016-03-30T20:58:48Z,Spring,2.65
2016-03-30T20:59:11Z,Spring,2.65
2016-03-30T20:59:11Z,Spring,2.65
2016-03-30T21:14:09Z,Spring,2.65
2016-03-30T21:14:09Z,Spring,2.65
2016-03-30T21:14:18Z,Spring,2.65
2016-03-30T21:14:18Z,Spring,2.6666666666666665
2016-03-30T21:15:10Z,Spring,2.65
2016-03-30T21:16:10Z,Spring,2.6333333333333333
2016-03-30T21:16:15Z,Spring,2.6333333333333333
2016-03-30T21:16:15Z,Spring,2.6333333333333333
2016-03-30T21:16:33Z,Spring,2.6333333333333333
2016-03-30T21:16:33Z,Spring,2.6333333333333333
2016-03-30T21:16:57Z,Spring,2.5833333333333335
2016-03-30T21:17:02Z,Spring,2.55
2016-03-30T21:17:02Z,Spring,2.5166666666666666
2016-03-30T21:17:25Z,Spring,2.4833333333333334
2016-03-30T21:17:25Z,Spring,2.4833333333333334
2016-03-30T21:17:44Z,Spring,2.4833333333333334
2016-03-30T21:17:44Z,Spring,2.4833333333333334
2016-03-30T21:18:13Z,Spring,2.4833333333333334
2016-03-30T21:18:13Z,Spring,2.4833333333333334
2016-03-30T21:18:18Z,Spring,2.4833333333333334
2016-03-30T21:18:18Z,Spring,2.4833333333333334
2016-03-30T21:18:27Z,Spring,2.4833333333333334
2016-03-30T21:18:27Z,Spring,2.4833333333333334
2016-03-30T21:18:33Z,Spring,2.4833333333333334
2016-03-30T21:18:33Z,Spring,2.5
2016-03-30T21:28:16Z,Spring,2.5
2016-03-30T21:31:58Z,Spring,2.5
2016-03-31T01:36:03Z,Spring,2.5
2016-03-31T02:03:24Z,Spring,2.5
2016-03-31T18:25:00Z,Spring,2.5166666666666666
2016-03-31T18:25:00Z,Spring,2.5
2016-03-31T23:14:24Z,Spring,2.466666666666667
2016-04-01T02:58:33Z,Spring,2.466666666666667
2016-04-01T02:58:33Z,Spring,2.466666666666667
2016-04-01T02:58:33Z,Spring,2.466666666666667
2016-04-01T02:58:52Z,Spring,2.4833333333333334
2016-04-01T02:58:52Z,Spring,2.466666666666667
2016-04-01T02:58:52Z,Spring,2.45
2016-04-01T02:58:52Z,Spring,2.433333333333333
2016-04-01T02:59:11Z,Spring,2.433333333333333
2016-04-01T02:59:11Z,Spring,2.433333333333333
2016-04-01T02:59:11Z,Spring,2.5
2016-04-01T02:59:11Z,Spring,2.55
2016-04-01T02:59:11Z,Spring,2.6
2016-04-01T02:59:14Z,Spring,2.6666666666666665
2016-04-01T02:59:14Z,Spring,2.716666666666667
2016-04-01T02:59:14Z,Spring,2.7666666666666666
2016-04-01T02:59:14Z,Spring,2.783333333333333
2016-04-01T02:59:14Z,Spring,2.8
2016-04-01T02:59:29Z,Spring,2.783333333333333
2016-04-01T02:59:29Z,Spring,2.7666666666666666
2016-04-01T02:59:29Z,Spring,2.75
2016-04-01T02:59:30Z,Spring,2.75
2016-04-01T02:59:30Z,Spring,2.75
2016-04-01T02:59:30Z,Spring,2.75
2016-04-01T02:59:30Z,Spring,2.7666666666666666
2016-04-01T02:59:42Z,Spring,2.7666666666666666
2016-04-01T02:59:42Z,Spring,2.7666666666666666
2016-04-01T02:59:42Z,Spring,2.783333333333333
2016-04-01T02:59:47Z,Spring,2.8
2016-04-01T02:59:47Z,Spring,2.816666666666667
2016-04-01T02:59:47Z,Spring,2.8333333333333335
2016-04-01T02:59:52Z,Spring,2.85
2016-04-01T02:59:52Z,Spring,2.8666666666666667
2016-04-01T02:59:52Z,Spring,2.9
2016-04-01T02:59:53Z,Spring,2.933333333333333
2016-04-01T02:59:53Z,Spring,2.95
2016-04-01T02:59:53Z,Spring,2.966666666666667
2016-04-01T02:59:57Z,Spring,2.9833333333333334
2016-04-01T02:59:57Z,Spring,3
2016-04-01T02:59:57Z,Spring,3.033333333333333
2016-04-01T03:00:37Z,Spring,3.05
2016-04-01T03:00:37Z,Spring,3.066666666666667
2016-04-01T03:00:37Z,Spring,3.0833333333333335
2016-04-01T03:09:16Z,Spring,3.066666666666667
2016-04-01T04:01:42Z,Spring,3.066666666666667
2016-04-01T04:01:42Z,Spring,3.066666666666667
2016-04-01T04:35:39Z,Spring,3.1
2016-04-01T04:35:39Z,Spring,3.1333333333333333
2016-04-01T04:35:39Z,Spring,3.1666666666666665
2016-04-01T04:35:39Z,Spring,3.2
2016-04-01T05:29:14Z,Spring,3.2
2016-04-01T05:29:14Z,Spring,3.2
2016-04-01T05:29:56Z,Spring,3.2
2016-04-01T05:29:56Z,Spring,3.2
2016-04-01T05:33:33Z,Spring,3.216666666666667
2016-04-01T05:33:33Z,Spring,3.2333333333333334
2016-04-01T05:38:50Z,Spring,3.25
2016-04-01T05:38:50Z,Spring,3.2666666666666666
2016-04-01T05:39:37Z,Spring,3.2666666666666666
2016-04-01T05:39:37Z,Spring,3.2666666666666666
2016-04-01T05:40:11Z,Spring,3.283333333333333
2016-04-01T05:40:11Z,Spring,3.2666666666666666
2016-04-01T05:40:31Z,Spring,3.25
2016-04-01T05:40:31Z,Spring,3.2333333333333334
2016-04-01T05:46:42Z,Spring,3.2
2016-04-01T05:46:42Z,Spring,3.1666666666666665
2016-04-01T05:47:20Z,Spring,3.1333333333333333
2016-04-01T05:47:20Z,Spring,3.1
2016-04-01T18:49:26Z,Spring,3.033333333333333
2016-04-01T18:51:38Z,Spring,2.966666666666667
2016-04-01T18:57:10Z,Spring,2.9
2016-04-01T18:57:58Z,Spring,2.8333333333333335
2016-04-01T18:58:23Z,Spring,2.783333333333333
2016-04-01T18:58:23Z,Spring,2.7333333333333334
2016-04-01T19:02:33Z,Spring,2.6666666666666665
2016-04-01T20:26:35Z,Spring,2.6166666666666667
2016-04-01T20:26:35Z,Spring,2.566666666666667
2016-04-01T20:29:40Z,Spring,2.5
2016-04-01T20:51:44Z,Spring,2.4833333333333334
2016-04-01T20:51:44Z,Spring,2.466666666666667
2016-04-01T21:21:43Z,Spring,2.433333333333333
2016-04-01T21:29:00Z,Spring,2.4166666666666665
2016-04-01T21:29:00Z,Spring,2.4
2016-04-01T21:29:00Z,Spring,2.3833333333333333
2016-04-02T00:14:56Z,Spring,2.35
2016-04-02T00:14:56Z,Spring,2.3333333333333335
2016-04-02T00:15:27Z,Spring,2.3
2016-04-02T02:47:38Z,Spring,2.3
2016-04-02T02:47:38Z,Spring,2.3
2016-04-02T02:47:38Z,Spring,2.3
2016-04-02T02:49:11Z,Spring,2.3333333333333335
2016-04-02T02:49:11Z,Spring,2.3666666666666667
2016-04-02T02:49:11Z,Spring,2.4
2016-04-02T02:49:11Z,Spring,2.433333333333333
2016-04-02T02:49:11Z,Spring,2.466666666666667
2016-04-02T02:49:27Z,Spring,2.45
2016-04-02T02:49:27Z,Spring,2.433333333333333
2016-04-02T02:49:58Z,Spring,2.4166666666666665
2016-04-02T02:49:58Z,Spring,2.4
2016-04-02T03:00:16Z,Spring,2.433333333333333
2016-04-02T03:00:16Z,Spring,2.466666666666667
2016-04-02T03:00:16Z,Spring,2.5
2016-04-02T03:00:16Z,Spring,2.533333333333333
2016-04-02T03:00:16Z,Spring,2.6
2016-04-02T14:38:18Z,Spring,2.5833333333333335
2016-04-02T14:44:59Z,Spring,2.566666666666667
2016-04-02T14:45:52Z,Spring,2.5166666666666666
2016-04-02T14:45:58Z,Spring,2.466666666666667
2016-04-02T14:48:00Z,Spring,2.4166666666666665
2016-04-02T15:02:51Z,Spring,2.3666666666666667
2016-04-03T05:00:10Z,Spring,2.35
2016-04-03T05:01:13Z,Spring,2.3333333333333335
2016-04-03T17:48:21Z,Spring,2.316666666666667
2016-04-04T23:56:57Z,Spring,2.316666666666667
2016-04-04T23:56:57Z,Spring,2.316666666666667
2016-04-05T21:56:49Z,Spring,2.3333333333333335
2016-04-05T21:56:49Z,Spring,2.35
2016-04-05T21:56:49Z,Spring,2.3666666666666667
2016-04-05T21:57:48Z,Spring,2.3833333333333333
2016-04-05T21:57:48Z,Spring,2.4
2016-04-05T21:57:48Z,Spring,2.4166666666666665
2016-04-05T22:01:30Z,Spring,2.4
2016-04-05T22:03:55Z,Spring,2.3833333333333333
2016-04-05T22:28:02Z,Spring,2.3833333333333333
