dateupdated,shoe_type,avg_price
2016-11-15T13:21:17Z,Shoe,39.95
2016-04-07T23:57:45Z,Shoe,88.71
2017-01-12T06:13:37Z,Loafer,42.99
2017-01-12T06:13:37Z,Loafer,23.99
2017-01-12T06:13:37Z,Loafer,148
2016-10-05T16:58:00Z,Oxford,27.99
2016-10-05T16:58:00Z,Oxford,90
2017-01-27T01:30:14Z,Boot,209.99
2016-07-07T21:58:51Z,Shoe,99.99
2016-07-07T21:58:51Z,Shoe,49.99
2017-01-12T06:17:57Z,Boot,99.98
2017-01-12T06:17:57Z,Boot,94.98
2017-01-14T19:32:27Z,Sneaker,97.99
2016-11-11T09:53:34Z,Shoe,154.34
2016-11-11T09:53:34Z,Shoe,76.95
2016-11-15T12:55:56Z,Shoe,24
2016-11-15T12:55:56Z,Shoe,16.99
2016-10-05T22:23:20Z,Shoe,65
2017-01-07T19:42:21Z,Shoe,34.99
2016-11-11T09:54:41Z,Shoe,49.33
2016-11-11T09:54:41Z,Shoe,48.9
2016-11-11T09:54:41Z,Shoe,60
2017-01-17T19:09:25Z,Boot,69.78
2016-03-28T01:26:49Z,Boot,165.99
2016-03-28T01:26:49Z,Boot,199.99
2017-01-20T18:49:50Z,Boot,99.99
2016-11-15T13:18:36Z,Sneaker,41.99
2016-11-15T13:17:34Z,Shoe,100
2016-10-05T22:21:56Z,Boot,125
2016-10-05T22:21:56Z,Boot,73.99
2016-11-15T13:18:31Z,Shoe,75.55
2016-04-07T23:46:18Z,Shoe,89.99
2016-04-05T23:31:33Z,Boot,164.95
2016-04-05T23:31:33Z,Boot,191
2017-01-22T06:20:52Z,Boot,192
2016-01-26T09:51:57Z,Shoe,119.99
2017-01-27T01:30:20Z,Boot,44.51
2016-07-28T10:12:19Z,Boot,58.92999999999999
2016-03-15T14:14:53Z,Shoe,69.99
2016-08-11T16:38:23Z,Sneaker,71.88
2016-10-05T22:22:45Z,Oxford,245
2016-10-05T22:22:45Z,Oxford,134.99
2017-01-27T01:30:15Z,Boot,139.99
2016-11-15T13:19:32Z,Boot,164.95
2016-11-15T13:19:32Z,Boot,179.95
2016-11-15T13:19:32Z,Boot,0
2016-11-15T13:19:32Z,Boot,179.95
2017-01-09T20:28:10Z,Shoe,64.9
2017-01-09T20:28:10Z,Shoe,64.9
2016-11-15T13:38:20Z,Sneaker,26.99
2016-10-05T22:22:43Z,Boot,59.98
2017-01-27T01:22:33Z,Sneaker,40.99
2017-01-27T01:22:33Z,Sneaker,65
2016-09-25T04:43:51Z,Boot,82.99
2016-09-25T04:43:51Z,Boot,69.99
2016-09-25T04:43:51Z,Boot,100
2016-09-25T04:43:51Z,Boot,84.99
2016-04-12T10:58:37Z,Shoe,62
2017-01-12T06:16:26Z,Loafer,101.98
2017-01-12T06:16:26Z,Loafer,120
2017-01-12T06:16:26Z,Loafer,89.99
2017-01-12T06:16:26Z,Loafer,47.99
2017-01-27T01:20:23Z,Boot,140
2016-01-27T10:49:25Z,Shoe,59.98
2016-07-19T22:46:51Z,Loafer,335
2016-03-04T05:42:05Z,Shoe,94.99
2016-10-05T22:23:23Z,Shoe,100
2016-10-05T22:23:23Z,Shoe,24.99
2017-01-09T20:23:38Z,Shoe,87.98
2017-01-09T20:23:38Z,Shoe,110
2017-01-09T20:23:38Z,Shoe,47.99
2017-01-09T20:23:38Z,Shoe,91.98
2017-01-17T19:09:29Z,Shoe,24.99
2017-01-12T06:14:23Z,Shoe,107.96
2017-01-12T06:14:23Z,Shoe,54.95
2017-01-27T01:30:30Z,Oxford,79.99
2017-01-20T18:57:40Z,Sneaker,49.95
2016-04-10T23:15:45Z,Shoe,82.99
2016-11-04T03:10:29Z,Boot,89.36
2016-08-23T10:55:00Z,Sneaker,35
2016-06-08T05:29:16Z,Boot,169.43
2017-01-16T15:51:38Z,Boot,49.76
2017-01-16T15:51:38Z,Boot,49.76
2016-06-12T01:16:51Z,Step,159.99
2016-06-12T01:16:51Z,Step,174.99
2017-01-27T01:34:25Z,Boot,139
2016-11-09T17:21:02Z,Boot,26.84
2017-01-09T19:45:34Z,Shoe,89.5
2017-01-14T19:32:57Z,Loafer,16.99
2016-08-12T10:19:39Z,Shoe,59.99
2016-03-31T23:13:53Z,Shoe,42.99
2017-01-09T20:23:38Z,Sneaker,52.95
2017-01-12T06:20:41Z,Boot,197.88
2017-01-12T06:20:41Z,Boot,194.95
2017-01-24T18:54:02Z,Boot,133.96
2017-01-12T06:16:30Z,Shoe,59.9
2017-01-12T06:16:30Z,Shoe,64.99
2017-01-16T19:26:59Z,Oxford,114.95
2017-01-16T19:26:59Z,Oxford,119.99
2017-01-16T19:26:59Z,Oxford,114.95
2017-01-16T19:26:59Z,Oxford,119.99
2016-11-11T09:39:55Z,Loafer,60
2016-11-11T09:39:55Z,Loafer,59.99
2017-01-12T06:14:35Z,Sneaker,38.99
2017-01-12T06:14:35Z,Sneaker,55
2017-01-05T18:02:43Z,Shoe,76.66
2017-01-27T01:34:32Z,Boot,259.99
2017-01-27T01:34:32Z,Boot,119
2016-11-01T10:25:52Z,Shoe,57.61
2016-11-01T10:25:52Z,Shoe,90
2016-04-22T17:46:23Z,Boot,69.96
2016-04-22T17:46:23Z,Boot,69.95
2016-04-22T17:46:23Z,Boot,180
2017-01-09T19:45:27Z,Shoe,66.5
2017-01-09T19:45:27Z,Shoe,61.7
2016-10-29T23:05:27Z,Shoe,79.99
2016-03-04T04:24:46Z,Shoe,39.99
2017-01-12T06:17:39Z,Shoe,285
2017-01-12T06:17:39Z,Shoe,450
2016-04-07T23:19:07Z,Shoe,15.99
2016-02-19T14:47:17Z,Shoe,9
2016-02-19T14:47:17Z,Shoe,19.92
2016-02-19T14:47:17Z,Shoe,19.92
2016-02-19T14:47:17Z,Shoe,19.92
2016-02-19T14:47:17Z,Shoe,15.94
2016-08-04T04:06:51Z,Shoe,34.99
2016-08-04T04:06:51Z,Shoe,87.5
2017-01-27T01:24:28Z,Shoe,64.99
2017-01-27T01:24:28Z,Shoe,59.99
2016-03-22T23:28:25Z,Shoe,15
2016-05-11T18:17:10Z,Boot,109.99
2017-01-12T05:27:43Z,Shoe,65
2017-01-12T05:27:43Z,Shoe,65
2017-01-12T05:27:43Z,Shoe,79.99
2017-01-12T05:27:43Z,Shoe,79.99
2016-11-01T09:44:02Z,Shoe,65.37
2016-03-30T21:31:58Z,Shoe,34.95
2016-04-12T04:09:54Z,Shoe,84.12
2016-11-15T13:14:22Z,Sneaker,61.7
2016-02-21T05:53:16Z,Boot,119.99
2016-11-15T13:14:41Z,Shoe,64.95
2016-11-15T13:14:41Z,Shoe,61.7
2017-01-27T01:20:33Z,Oxford,80.75
2016-01-15T21:20:42Z,Canvas,82.6
2016-01-15T21:20:42Z,Canvas,76.49
2016-11-11T09:49:23Z,Shoe,100
2016-11-11T09:49:23Z,Shoe,93.44
2016-11-16T01:44:41Z,Boot,185
2016-11-16T01:44:41Z,Boot,52.99
2016-11-16T01:44:41Z,Boot,49.99
2016-11-16T01:44:41Z,Boot,54.98
2016-11-15T07:37:28Z,Shoe,31.96
2016-03-15T13:54:15Z,Shoe,74.99
2016-04-10T23:26:15Z,Shoe,94.99
2016-04-10T23:26:15Z,Shoe,85.49
2016-06-08T05:33:38Z,Loafer,495
2016-06-08T05:33:38Z,Loafer,189.99
2016-02-21T05:53:17Z,Boot,169.95
2016-02-21T05:53:17Z,Boot,144.64
2016-10-05T22:22:08Z,Shoe,75
2016-10-05T22:22:08Z,Shoe,49.99
2017-01-22T06:21:51Z,Boot,79.95
2017-01-12T06:16:02Z,Sneaker,60
2017-01-12T06:16:02Z,Sneaker,65
2017-01-12T06:16:02Z,Sneaker,33.82
2017-01-12T06:16:02Z,Sneaker,38.99
2016-10-17T16:33:22Z,Shoe,27.99
2016-10-17T16:33:22Z,Shoe,34.99
2017-01-12T06:20:39Z,Boot,124.95
2017-01-12T06:20:39Z,Boot,126.83
2017-01-12T06:20:39Z,Boot,124.95
2016-05-09T04:12:52Z,Sneaker,17.99
2016-05-09T04:12:52Z,Sneaker,45
2016-03-22T22:20:49Z,Shoe,30
2016-04-01T21:26:21Z,Shoe,29.99
2017-01-27T01:23:31Z,Shoe,54
2016-11-15T13:18:10Z,Shoe,79.9
2016-11-15T13:18:10Z,Shoe,79.9
2016-11-15T13:18:10Z,Shoe,91
2017-01-27T01:30:41Z,Shoe,39.95
2016-03-15T18:04:41Z,Shoe,99.99
2016-03-19T02:02:27Z,Shoe,99.99
2017-01-12T06:21:09Z,Boot,130
2017-01-12T06:21:09Z,Boot,71.09
2017-01-12T06:21:09Z,Boot,75.04
2017-01-09T19:45:35Z,Shoe,63.63
2017-01-09T19:45:35Z,Shoe,65
2016-07-20T23:47:06Z,Shoe,49.19
2016-07-20T23:47:06Z,Shoe,81.99
2017-01-27T01:30:04Z,Boot,89.95
2017-01-27T01:29:51Z,Boot,64.19
2016-01-26T13:03:39Z,Boot,99.98
2016-11-15T12:57:39Z,Boot,39.95
2016-11-15T12:57:39Z,Boot,39.95
2016-11-09T17:21:35Z,Boot,99.95
2016-11-09T17:21:35Z,Boot,101.45
2016-06-08T05:33:24Z,Loafer,625
2016-06-08T05:33:24Z,Loafer,239.99
2017-01-22T06:21:48Z,Boot,192.84
2017-01-22T06:21:48Z,Boot,189.99
2017-01-27T01:30:40Z,Shoe,76.99
2017-01-27T01:30:40Z,Shoe,95.99
2017-01-27T01:30:40Z,Shoe,89.99
2017-01-27T01:30:40Z,Shoe,178
2017-01-12T06:14:38Z,Loafer,30.98
2017-01-12T06:14:38Z,Loafer,11.99
2017-01-12T06:14:38Z,Loafer,18.99
2017-01-12T06:14:38Z,Loafer,90
2016-11-15T13:21:51Z,Boot,189.99
2016-11-07T00:46:48Z,Shoe,115
2016-11-07T00:46:48Z,Shoe,69.99
2016-11-07T00:46:48Z,Shoe,74.99
2016-01-03T01:43:23Z,Shoe,163.92000000000002
2016-01-03T01:43:23Z,Shoe,189.49
2016-01-03T01:43:23Z,Shoe,197.24
2016-05-11T18:20:59Z,Boot,21.46
2016-05-11T18:20:59Z,Boot,22.02
2016-05-11T18:20:59Z,Boot,21.46
2016-05-11T18:20:59Z,Boot,43.1
2016-03-04T03:35:03Z,Boot,100
2017-01-12T06:14:50Z,Sneaker,70
2017-01-12T06:14:50Z,Sneaker,33.9
2016-11-15T13:15:32Z,Shoe,89.99
2016-11-15T13:15:32Z,Shoe,89.99
2016-03-04T00:03:35Z,Shoe,53
2016-03-04T00:03:35Z,Shoe,91
2016-11-11T09:57:37Z,Boot,44.99
2017-01-17T19:02:17Z,Shoe,79.95
2017-01-17T19:02:17Z,Shoe,79.95
2017-01-22T06:20:52Z,Boot,159.95
2016-04-01T05:29:14Z,Oxford,28.99
2016-04-01T05:29:14Z,Oxford,58.99
2017-01-27T01:30:21Z,Boot,47.45
2016-07-19T04:54:13Z,Boot,96.89500000000001
2016-07-19T03:04:07Z,Shoe,39.99
2016-07-19T03:04:07Z,Shoe,34.99
2016-07-19T03:04:07Z,Shoe,54.99
2016-04-01T21:46:00Z,Shoe,55
2016-11-15T12:56:14Z,Oxford,160
2016-11-15T12:56:14Z,Oxford,42.99
2017-01-27T01:23:25Z,Shoe,64.99
2017-01-27T01:23:25Z,Shoe,51.05
2017-01-23T05:34:03Z,Boot,159.95
2016-11-15T13:14:58Z,Shoe,68.59
2017-01-30T04:12:33Z,Boot,100
2016-07-21T05:03:54Z,Shoe,65
2016-07-21T05:03:54Z,Shoe,26
2016-03-18T22:22:44Z,Shoe,58.99
2017-01-27T01:24:37Z,Shoe,69.99
2016-11-15T13:17:38Z,Shoe,120
2016-11-15T13:17:38Z,Shoe,110
2016-11-01T09:53:37Z,Oxford,110
2016-11-01T09:53:37Z,Oxford,33.99
2016-11-01T09:53:37Z,Oxford,42.99
2016-04-07T23:55:19Z,Shoe,23.6
2017-01-12T06:14:51Z,Sneaker,63.99
2017-01-12T06:14:51Z,Sneaker,32.99
2017-01-12T06:14:51Z,Sneaker,75.98
2017-01-12T06:14:51Z,Sneaker,80
2016-10-05T16:56:49Z,Boot,182.69
2016-10-05T16:56:49Z,Boot,199.95
2016-10-29T23:08:34Z,Step,39.99
2016-10-29T23:08:34Z,Step,80
2016-10-29T23:08:34Z,Step,41.99
2016-10-29T23:08:34Z,Step,43.99
2017-01-17T18:53:48Z,Shoe,49.97
2017-01-17T18:53:48Z,Shoe,26.84
2016-06-14T01:49:42Z,Boot,87.29
2016-06-14T01:49:42Z,Boot,88.6
2016-06-14T01:49:42Z,Boot,153
2017-01-12T06:15:27Z,Shoe,100
2016-03-22T22:22:05Z,Oxford,70
2016-07-26T21:53:01Z,Shoe,119.95
2016-04-12T04:19:46Z,Shoe,89.99
2017-01-27T01:20:30Z,Boot,299.95
2016-09-25T04:43:57Z,Shoe,259.99
2016-09-25T04:43:57Z,Shoe,370
2016-09-25T04:43:57Z,Shoe,199.99
2016-04-07T23:58:20Z,Shoe,148
2016-01-26T23:14:21Z,Shoe,89.99
2016-03-12T23:42:41Z,Boot,79.99
2017-01-17T19:05:25Z,Sneaker,27
2016-11-09T17:11:29Z,Shoe,200
2016-11-09T17:11:29Z,Shoe,159.99
2016-10-05T22:22:50Z,Boot,169.99
2016-11-11T09:46:07Z,Shoe,65
2016-11-11T09:46:07Z,Shoe,29.99
2016-11-11T09:46:07Z,Shoe,29.79
2017-01-27T01:23:08Z,Sneaker,105.49
2017-01-12T06:16:19Z,Loafer,49.95
2016-04-12T04:02:18Z,Loafer,38
2016-11-11T09:35:22Z,Oxford,148
2016-11-11T09:35:22Z,Oxford,91.98
2016-01-27T11:00:06Z,Shoe,89.99
2017-01-27T01:24:08Z,Shoe,50.3
2016-01-27T10:58:44Z,Shoe,64.99
2017-01-12T02:31:50Z,Shoe,96.98
2016-07-09T01:27:41Z,Shoe,41.54
2016-02-03T00:17:25Z,Boot,14.99
2017-01-12T06:16:14Z,Loafer,100
2017-01-12T06:16:14Z,Loafer,60.75
2017-01-12T06:15:19Z,Shoe,100
2017-01-12T06:15:19Z,Shoe,100
2017-01-27T01:20:24Z,Boot,99.95
2016-08-04T04:07:26Z,Shoe,94.5
2016-08-04T04:07:26Z,Shoe,49.99
2016-10-05T22:22:00Z,Boot,150
2016-10-05T22:22:00Z,Boot,119.99
2017-01-17T18:57:18Z,Boot,37.99
2017-01-17T18:57:18Z,Boot,88
2017-01-14T19:22:50Z,Shoe,54
2017-01-14T19:22:50Z,Shoe,34.33
2016-04-12T01:02:39Z,Shoe,64.99
2016-07-21T05:19:57Z,Shoe,115
2016-07-21T05:19:57Z,Shoe,69
2016-04-07T23:27:53Z,Shoe,95.99
2017-01-27T01:37:18Z,Boot,131
2017-01-27T01:37:18Z,Boot,170.3
2016-07-27T21:22:20Z,Sneaker,111.99
2016-10-05T17:48:33Z,Shoe,85.75
2016-06-14T02:01:59Z,Boot,42.95
2016-11-15T13:15:57Z,Sneaker,71.98
2016-11-15T13:15:57Z,Sneaker,75
2016-07-21T13:39:28Z,Shoe,119.99
2016-03-15T16:13:27Z,Shoe,134.99
2016-03-04T03:30:34Z,Boot,59.99
2016-11-11T09:35:01Z,Shoe,248
2016-11-11T09:35:01Z,Shoe,69.99
2016-11-15T13:15:20Z,Sneaker,33.06
2016-11-15T13:15:20Z,Sneaker,33.12
2016-11-15T13:15:20Z,Sneaker,33.21
2016-04-01T18:49:26Z,Shoe,45.89
2016-11-01T09:42:19Z,Shoe,56.99
2016-11-01T09:42:19Z,Shoe,115
2016-07-17T09:56:58Z,Shoe,199.95
2017-01-12T06:20:41Z,Boot,192.84
2017-01-12T06:20:41Z,Boot,189.99
2017-01-12T06:20:41Z,Boot,189.99
2016-04-07T22:52:10Z,Shoe,50
2016-04-07T22:52:10Z,Shoe,49.5
2016-11-11T09:24:04Z,Shoe,71.99
2016-11-11T09:24:04Z,Shoe,35.96
2016-05-02T16:11:15Z,Shoe,16.53
2016-11-01T09:42:14Z,Boot,64.17
2016-06-20T14:20:09Z,Shoe,250
2017-01-09T20:24:04Z,Sneaker,110
2017-01-09T20:24:04Z,Sneaker,15.99
2016-08-01T00:51:51Z,Oxford,0.99
2017-01-09T19:46:05Z,Shoe,90
2017-01-09T19:46:05Z,Shoe,90
2016-01-27T00:17:22Z,Shoe,109.99
2017-01-22T06:20:51Z,Canvas,17.86
2016-11-15T13:17:58Z,Loafer,70
2016-11-15T13:17:58Z,Loafer,67.98
2016-11-15T13:17:58Z,Loafer,55.99
2016-11-11T09:51:46Z,Shoe,42.81
2016-11-11T09:51:46Z,Shoe,44.95
2016-11-11T09:51:46Z,Shoe,28.99
2016-11-11T09:51:46Z,Shoe,44.01
2016-11-06T23:59:22Z,Shoe,110
2016-11-06T23:59:22Z,Shoe,74.99
2017-01-27T01:30:27Z,Shoe,75.98
2017-01-14T19:32:54Z,Boot,65.96
2017-01-14T19:32:54Z,Boot,65.96
2016-04-07T23:47:06Z,Shoe,49.99
2016-08-04T01:14:25Z,Loafer,24.99
2016-10-05T22:22:58Z,Loafer,50
2016-10-05T22:22:58Z,Loafer,9.99
2016-11-11T09:47:52Z,Boot,115.72
2016-11-11T09:47:52Z,Boot,128.02
2016-11-11T09:47:52Z,Boot,98.47
2016-11-11T09:47:52Z,Boot,106.13
2016-11-11T09:47:52Z,Boot,129.73
2017-01-09T20:23:56Z,Boot,24.14
2017-01-09T20:23:56Z,Boot,32.72
2017-01-09T20:23:56Z,Boot,24.88
2016-01-26T14:59:16Z,Shoe,59.98
2016-11-06T23:59:13Z,Shoe,70
2017-01-12T06:16:31Z,Loafer,95
2017-01-12T06:16:31Z,Loafer,75.2
2017-01-12T06:16:31Z,Loafer,65.8
2016-04-12T03:27:55Z,Shoe,69.95
2016-10-17T16:27:52Z,Sneaker,34.99
2016-10-17T16:27:52Z,Sneaker,70
2016-10-17T16:27:52Z,Sneaker,29.99
2016-10-17T16:27:52Z,Sneaker,27.99
2016-10-17T16:27:52Z,Sneaker,31.99
2017-01-12T05:26:48Z,Sneaker,65
2017-01-12T05:26:48Z,Sneaker,25.99
2016-07-09T20:27:11Z,Sneaker,50
2016-07-09T20:27:11Z,Sneaker,12.99
2016-07-09T20:27:11Z,Sneaker,11.99
2017-01-27T01:30:31Z,Loafer,548.95
2016-04-08T01:10:54Z,Shoe,166.47
2016-04-08T01:10:54Z,Shoe,28.99
2016-04-15T13:20:03Z,Shoe,85
2016-07-27T21:26:10Z,Sneaker,109.9
2016-11-01T09:43:52Z,Boot,135
2017-01-12T06:18:39Z,Boot,121.8
2017-01-12T06:18:39Z,Boot,120
2016-04-07T23:34:32Z,Shoe,44
2016-11-15T12:45:00Z,Shoe,80.31
2017-01-11T19:55:24Z,Shoe,64.99
2017-01-11T19:55:24Z,Shoe,59.99
2017-01-11T19:55:24Z,Shoe,85
2016-10-05T22:22:45Z,Boot,83.11
2016-11-06T23:59:46Z,Shoe,52.99
2017-01-09T20:24:00Z,Loafer,37.99
2017-01-09T20:24:00Z,Loafer,29.99
2017-01-09T20:24:00Z,Loafer,24.99
2017-01-12T06:14:57Z,Sneaker,55
2017-01-12T06:14:57Z,Sneaker,33.99
2017-01-12T06:19:33Z,Boot,70
2017-01-12T06:19:33Z,Boot,55.99
2016-03-10T16:26:07Z,Sneaker,69.99
2016-11-15T13:15:27Z,Shoe,62.06
2016-11-15T13:15:27Z,Shoe,68.95
2017-01-09T20:23:32Z,Shoe,32
2017-01-09T20:23:32Z,Shoe,22.99
2017-01-12T06:14:21Z,Shoe,55
2017-01-12T06:14:21Z,Shoe,46.78
2016-06-20T14:19:47Z,Shoe,84.5
2017-01-27T01:20:18Z,Oxford,69.95
2016-11-11T09:35:59Z,Oxford,110
2016-11-11T09:35:59Z,Oxford,77.98
2016-10-05T22:22:26Z,Boot,134.95
2016-08-23T14:47:11Z,Boot,87.95
2016-08-23T14:47:11Z,Boot,96.75
2017-01-17T19:05:28Z,Boot,31.99
2017-01-17T19:05:28Z,Boot,30.39
2017-01-12T06:13:16Z,Shoe,13.55
2017-01-12T06:13:16Z,Shoe,13.55
2016-04-07T23:40:52Z,Shoe,119.99
2017-01-17T19:04:49Z,Shoe,98.95
2016-07-21T06:00:02Z,Shoe,77.99
2016-07-21T06:00:02Z,Shoe,129.99
2016-06-20T14:16:01Z,Shoe,249.9
2016-06-20T14:16:01Z,Shoe,237.4
2016-06-20T14:16:01Z,Shoe,144.9
2016-10-05T16:55:52Z,Shoe,97.18
2016-11-06T23:58:54Z,Sneaker,79.9
2017-01-12T06:13:38Z,Sneaker,34.64
2017-01-12T06:13:38Z,Sneaker,55
2016-04-12T03:48:23Z,Shoe,9.99
2016-04-12T03:36:46Z,Shoe,29.99
2016-11-06T23:59:00Z,Shoe,79.9
2017-01-22T06:19:06Z,Shoe,119.99
2017-01-22T06:19:06Z,Shoe,130.01
2017-01-22T06:19:06Z,Shoe,128
2016-04-07T23:00:50Z,Shoe,64.99
2016-11-07T00:46:41Z,Shoe,70.63
2016-11-07T00:46:41Z,Shoe,64.66
2016-11-07T00:46:41Z,Shoe,64.38
2016-11-07T00:46:41Z,Shoe,73.05
2017-01-27T01:30:36Z,Sneaker,256
2017-01-27T01:30:36Z,Sneaker,79.95
2017-01-12T06:15:22Z,Shoe,44.35
2017-01-09T20:23:38Z,Shoe,39.99
2017-01-09T20:23:38Z,Shoe,87.5
2016-07-27T20:34:31Z,Oxford,259.9
2016-07-27T20:34:31Z,Oxford,395
2017-01-27T01:22:40Z,Shoe,51.97
2017-01-27T01:22:40Z,Shoe,64.95
2016-11-15T13:15:32Z,Shoe,85
2016-03-22T23:12:55Z,Shoe,37.99
2016-04-01T02:59:14Z,Boot,197
2016-04-01T02:59:14Z,Boot,179.99
2016-04-01T02:59:14Z,Boot,168.95
2016-04-01T02:59:14Z,Boot,167.45
2016-04-01T02:59:14Z,Boot,179.99
2016-04-02T00:04:23Z,Sneaker,38.99
2017-01-27T01:24:36Z,Shoe,99.99
2016-03-24T01:29:12Z,Shoe,39.99
2017-01-20T18:57:19Z,Boot,106.9
2016-03-03T15:54:00Z,Sneaker,79.99
2016-04-07T23:00:20Z,Boot,71.99
2016-05-05T19:56:30Z,Shoe,19.99
2016-10-05T22:22:49Z,Boot,29.99
2016-10-05T22:22:49Z,Boot,120
2017-01-27T01:23:26Z,Shoe,39.99
2017-01-12T06:18:54Z,Boot,164.95
2017-01-12T06:18:54Z,Boot,167.43
2017-01-12T06:18:54Z,Boot,159.95
2017-01-12T06:18:54Z,Boot,164.95
2016-05-06T14:47:59Z,Shoe,90
2016-05-06T14:47:59Z,Shoe,28.99
2017-01-05T18:06:07Z,Shoe,8.91
2016-10-05T22:21:03Z,Oxford,59.22
2017-01-12T06:17:26Z,Shoe,32.9
2017-01-12T06:17:26Z,Shoe,32.9
2016-11-07T00:46:31Z,Boot,51.27
2016-03-11T22:38:03Z,Canvas,76.88
2016-03-11T22:38:03Z,Canvas,77.99
2017-01-22T06:20:52Z,Loafer,120
2017-01-12T06:14:02Z,Sneaker,68.99
2017-01-12T06:14:02Z,Sneaker,100
2017-01-12T06:14:02Z,Sneaker,53.99
2017-01-12T06:14:02Z,Sneaker,56.99
2017-01-12T06:14:02Z,Sneaker,29.99
2017-01-07T19:41:48Z,Shoe,109.23
2017-01-07T19:41:48Z,Shoe,109.23
2017-01-12T06:15:53Z,Sneaker,125
2017-01-12T06:15:53Z,Sneaker,69.99
2017-01-12T06:15:53Z,Sneaker,36.99
2016-10-05T16:55:02Z,Shoe,100.02
2016-11-15T12:46:44Z,Sneaker,29.99
2016-11-15T12:46:44Z,Sneaker,22
2016-04-05T13:20:52Z,Boot,174.95
2017-01-20T18:57:25Z,Boot,139.95
2017-01-12T06:19:53Z,Boot,199.95
2016-07-09T20:22:49Z,Shoe,68.58
2017-01-12T06:19:25Z,Boot,140
2017-01-12T06:19:25Z,Boot,57.99
2017-01-27T01:23:59Z,Shoe,59.9
2016-03-30T20:28:57Z,Canvas,80.96
2016-03-30T20:28:57Z,Canvas,72.25
2017-01-09T20:24:02Z,Boot,53.99
2017-01-09T20:24:02Z,Boot,185
2017-01-09T19:45:10Z,Sneaker,94.95
2016-07-21T14:07:23Z,Shoe,76.97
2016-07-21T14:07:23Z,Shoe,109.99000000000001
2017-01-09T19:45:04Z,Shoe,82.28
2017-01-09T19:45:04Z,Shoe,82.84
2017-01-09T19:45:04Z,Shoe,76.46
2017-01-09T19:45:04Z,Shoe,85
2016-02-21T14:34:27Z,Boot,135
2016-02-21T14:34:27Z,Boot,127.73
2016-02-21T14:34:27Z,Boot,127.81
2017-01-27T01:34:31Z,Boot,139
2016-07-20T20:14:37Z,Shoe,314.985
2016-07-20T20:14:37Z,Shoe,258.46500000000003
2016-07-20T20:14:37Z,Shoe,259.24
2017-01-09T19:46:37Z,Shoe,44.45
2016-11-15T13:14:11Z,Boot,26.61
2016-11-15T13:14:11Z,Boot,14.87
2016-11-15T13:14:11Z,Boot,15.2
2016-11-15T13:14:11Z,Boot,22.68
2016-11-15T13:14:11Z,Boot,22.21
2016-11-15T13:18:22Z,Shoe,192.45
2016-07-29T23:49:40Z,Boot,170.47
2016-07-29T23:49:40Z,Boot,150.53
2016-07-29T23:49:40Z,Boot,148.725
2016-07-29T23:49:40Z,Boot,172.45
2016-07-29T23:49:40Z,Boot,167.45
2016-07-29T23:49:40Z,Boot,149.45999999999998
2016-07-29T23:49:40Z,Boot,151.75
2016-07-29T23:49:40Z,Boot,161.26999999999998
2016-08-01T03:10:01Z,Shoe,34.99
2016-08-01T03:10:01Z,Shoe,87.5
2016-11-15T13:25:27Z,Shoe,66.45
2016-07-27T16:04:41Z,Shoe,202.995
2016-11-11T09:46:16Z,Boot,84.95
2016-11-11T09:46:16Z,Boot,34.99
2016-11-11T09:46:16Z,Boot,105
2016-11-11T09:46:16Z,Boot,44.98
2016-11-11T09:46:16Z,Boot,38.99
2017-01-09T20:23:46Z,Sneaker,51.99
2017-01-09T20:23:46Z,Sneaker,34.99
2017-01-09T20:23:46Z,Sneaker,65
2016-04-07T23:47:22Z,Loafer,39.99
2016-10-05T22:22:05Z,Boot,199.99
2016-04-07T23:46:07Z,Shoe,36.99
2016-06-08T05:33:27Z,Shoe,44.99
2016-10-05T22:21:43Z,Shoe,165
2016-10-05T22:21:43Z,Shoe,49.99
2016-11-15T13:13:54Z,Boot,88.99
2016-03-30T18:15:42Z,Shoe,159.95
2016-10-05T17:48:40Z,Shoe,24.99
2016-10-05T17:48:40Z,Shoe,90
2016-10-05T17:48:40Z,Shoe,34.99
2016-07-21T03:41:01Z,Shoe,64.99
2017-01-27T01:24:01Z,Shoe,64.95
2016-06-08T05:30:25Z,Sneaker,60
2016-06-08T05:30:25Z,Sneaker,22.99
2017-01-27T01:20:24Z,Boot,89.99
2016-04-07T23:04:18Z,Shoe,72
2016-04-07T23:04:18Z,Shoe,80
2016-01-27T08:53:05Z,Shoe,84.99
2016-11-15T07:37:43Z,Shoe,79.99
2016-11-15T07:37:43Z,Shoe,54.99
2016-01-27T10:44:52Z,Shoe,89.98
2016-04-01T18:57:05Z,Boot,159.92
2016-04-01T18:57:05Z,Boot,157.92
2016-04-01T18:57:05Z,Boot,199.9
2016-04-01T18:57:05Z,Boot,134.99
2016-04-01T18:57:05Z,Boot,141.29500000000002
2016-04-01T18:57:05Z,Boot,159.99
2016-04-01T18:57:05Z,Boot,171.495
2016-10-05T22:22:40Z,Shoe,104.75
2017-01-27T01:30:13Z,Boot,170
2017-01-27T01:30:13Z,Boot,69.99
2016-11-07T00:00:04Z,Boot,104.95
2017-01-12T06:16:32Z,Shoe,149.99
2017-01-12T06:16:32Z,Shoe,258
2016-03-22T21:27:42Z,Shoe,65
2016-03-22T00:08:01Z,Shoe,7.99
2016-06-20T14:20:31Z,Boot,44.99
