dateupdated,shoe_type,season,n
2016-06-17T09:16:31Z,Shoe,Summer,2
2016-06-17T09:30:03Z,Sneaker,Summer,2
2016-06-17T09:30:03Z,Sneaker,Summer,2
2016-06-17T13:20:07Z,Canvas,Summer,1
2016-06-17T14:10:02Z,Shoe,Summer,3
2016-06-17T14:10:02Z,Shoe,Summer,3
2016-06-17T14:10:02Z,Shoe,Summer,3
2016-06-17T14:11:32Z,Shoe,Summer,6
2016-06-17T14:11:32Z,Shoe,Summer,6
2016-06-17T14:11:32Z,Shoe,Summer,6
2016-06-17T14:11:32Z,Shoe,Summer,6
2016-06-17T14:11:32Z,Shoe,Summer,6
2016-06-17T14:11:32Z,Shoe,Summer,6
2016-06-18T12:43:54Z,Shoe,Summer,12
2016-06-18T12:43:54Z,Shoe,Summer,12
2016-06-18T12:43:54Z,Shoe,Summer,12
2016-06-18T12:43:54Z,Shoe,Summer,12
2016-06-18T12:43:54Z,Shoe,Summer,12
2016-06-18T12:43:54Z,Shoe,Summer,12
2016-06-18T12:43:54Z,Shoe,Summer,12
2016-06-18T12:43:54Z,Shoe,Summer,12
2016-06-18T12:43:54Z,Shoe,Summer,12
2016-06-18T12:43:54Z,Shoe,Summer,12
2016-06-18T12:43:54Z,Shoe,Summer,12
2016-06-18T12:43:54Z,Shoe,Summer,12
2016-06-19T11:07:09Z,Shoe,Summer,1
2016-06-19T11:43:43Z,Loafer,Summer,1
2016-06-20T01:41:51Z,Shoe,Summer,1
2016-06-20T09:04:28Z,Shoe,Summer,2
2016-06-20T09:04:28Z,Shoe,Summer,2
2016-06-20T14:14:25Z,Shoe,Summer,1
2016-06-20T14:15:39Z,Shoe,Summer,1
2016-06-20T14:15:43Z,Shoe,Summer,1
2016-06-20T14:15:58Z,Shoe,Summer,1
2016-06-20T14:16:26Z,Shoe,Summer,2
2016-06-20T14:16:26Z,Shoe,Summer,2
2016-06-20T14:17:20Z,Shoe,Summer,1
2016-06-20T14:18:16Z,Shoe,Summer,1
2016-06-20T14:19:47Z,Shoe,Summer,1
2016-06-20T14:19:55Z,Boot,Summer,7
2016-06-20T14:19:55Z,Boot,Summer,7
2016-06-20T14:19:55Z,Boot,Summer,7
2016-06-20T14:19:55Z,Boot,Summer,7
2016-06-20T14:19:55Z,Boot,Summer,7
2016-06-20T14:19:55Z,Boot,Summer,7
2016-06-20T14:19:55Z,Boot,Summer,7
2016-06-20T14:20:09Z,Shoe,Summer,1
2016-06-20T14:20:31Z,Boot,Summer,2
2016-06-20T14:20:31Z,Boot,Summer,2
2016-06-20T14:21:25Z,Shoe,Summer,4
2016-06-20T14:21:25Z,Shoe,Summer,4
2016-06-20T14:21:25Z,Shoe,Summer,4
2016-06-20T14:21:25Z,Shoe,Summer,4
2016-06-20T14:22:05Z,Canvas,Summer,2
2016-06-20T14:22:05Z,Canvas,Summer,2
2016-06-20T14:22:49Z,Canvas,Summer,4
2016-06-20T14:22:49Z,Canvas,Summer,4
2016-06-20T14:22:49Z,Canvas,Summer,4
2016-06-20T14:22:49Z,Canvas,Summer,4
2016-06-20T14:24:21Z,Canvas,Summer,1
2016-06-20T14:27:27Z,Canvas,Summer,2
2016-06-20T14:27:27Z,Canvas,Summer,2
2016-06-20T14:28:00Z,Canvas,Summer,1
2016-06-20T14:31:20Z,Canvas,Summer,1
2016-06-20T14:33:23Z,Canvas,Summer,1
2016-06-21T05:39:51Z,Shoe,Summer,1
2016-06-21T06:11:16Z,Shoe,Summer,2
2016-06-21T06:11:16Z,Shoe,Summer,2
2016-06-21T09:54:07Z,Oxford,Summer,2
2016-06-21T09:54:07Z,Oxford,Summer,2
2016-06-21T09:54:09Z,Boot,Summer,4
2016-06-21T09:54:09Z,Boot,Summer,4
2016-06-21T09:54:09Z,Boot,Summer,4
2016-06-21T09:54:09Z,Boot,Summer,4
2016-06-21T09:54:15Z,Shoe,Summer,2
2016-06-21T09:54:15Z,Shoe,Summer,2
2016-06-21T09:55:15Z,Shoe,Summer,2
2016-06-21T09:55:15Z,Shoe,Summer,2
2016-06-21T09:56:05Z,Loafer,Summer,2
2016-06-21T09:56:05Z,Loafer,Summer,2
2016-06-21T09:56:37Z,Shoe,Summer,3
2016-06-21T09:56:37Z,Shoe,Summer,3
2016-06-21T09:56:37Z,Shoe,Summer,3
2016-06-28T14:11:17Z,Shoe,Summer,1
2016-06-29T15:10:12Z,Sneaker,Summer,1
2016-07-07T21:58:51Z,Shoe,Summer,2
2016-07-07T21:58:51Z,Shoe,Summer,2
2016-07-09T00:37:31Z,Shoe,Summer,2
2016-07-09T00:37:31Z,Shoe,Summer,2
2016-07-09T00:43:52Z,Shoe,Summer,2
2016-07-09T00:43:52Z,Shoe,Summer,2
2016-07-09T00:43:54Z,Sneaker,Summer,2
2016-07-09T00:43:54Z,Sneaker,Summer,2
2016-07-09T01:27:09Z,Shoe,Summer,1
2016-07-09T01:27:30Z,Shoe,Summer,2
2016-07-09T01:27:30Z,Shoe,Summer,2
2016-07-09T01:27:37Z,Sneaker,Summer,6
2016-07-09T01:27:37Z,Sneaker,Summer,6
2016-07-09T01:27:37Z,Sneaker,Summer,6
2016-07-09T01:27:37Z,Sneaker,Summer,6
2016-07-09T01:27:37Z,Sneaker,Summer,6
2016-07-09T01:27:37Z,Sneaker,Summer,6
2016-07-09T01:27:41Z,Shoe,Summer,1
2016-07-09T01:27:47Z,Sneaker,Summer,9
2016-07-09T01:27:47Z,Sneaker,Summer,9
2016-07-09T01:27:47Z,Sneaker,Summer,9
2016-07-09T01:27:47Z,Sneaker,Summer,9
2016-07-09T01:27:47Z,Sneaker,Summer,9
2016-07-09T01:27:47Z,Sneaker,Summer,9
2016-07-09T01:27:47Z,Sneaker,Summer,9
2016-07-09T01:27:47Z,Boot,Summer,9
2016-07-09T01:27:47Z,Boot,Summer,9
2016-07-09T01:27:48Z,Shoe,Summer,1
2016-07-09T20:22:49Z,Shoe,Summer,1
2016-07-09T20:27:11Z,Sneaker,Summer,3
2016-07-09T20:27:11Z,Sneaker,Summer,3
2016-07-09T20:27:11Z,Sneaker,Summer,3
2016-07-09T20:27:20Z,Shoe,Summer,1
2016-07-11T01:37:56Z,Shoe,Summer,1
2016-07-11T01:57:16Z,Shoe,Summer,1
2016-07-16T19:07:39Z,Shoe,Summer,2
2016-07-16T19:07:39Z,Shoe,Summer,2
2016-07-16T19:29:07Z,Shoe,Summer,1
2016-07-17T01:39:25Z,Shoe,Summer,4
2016-07-17T01:39:25Z,Shoe,Summer,4
2016-07-17T01:39:25Z,Shoe,Summer,4
2016-07-17T01:39:25Z,Shoe,Summer,4
2016-07-17T02:10:27Z,Loafer,Summer,3
2016-07-17T02:10:27Z,Loafer,Summer,3
2016-07-17T02:10:27Z,Boot,Summer,3
2016-07-17T05:08:06Z,Boot,Summer,1
2016-07-17T05:24:25Z,Shoe,Summer,1
2016-07-17T05:34:04Z,Shoe,Summer,3
2016-07-17T05:34:04Z,Shoe,Summer,3
2016-07-17T05:34:04Z,Shoe,Summer,3
2016-07-17T08:42:16Z,Shoe,Summer,2
2016-07-17T08:42:16Z,Shoe,Summer,2
2016-07-17T09:02:08Z,Shoe,Summer,1
2016-07-17T09:56:58Z,Shoe,Summer,1
2016-07-17T10:41:43Z,Shoe,Summer,2
2016-07-17T10:41:43Z,Shoe,Summer,2
2016-07-17T11:01:07Z,Shoe,Summer,1
2016-07-17T11:03:15Z,Shoe,Summer,1
2016-07-17T11:18:06Z,Loafer,Summer,4
2016-07-17T11:18:06Z,Loafer,Summer,4
2016-07-17T11:18:06Z,Loafer,Summer,4
2016-07-17T11:18:06Z,Loafer,Summer,4
2016-07-17T11:19:06Z,Shoe,Summer,2
2016-07-17T11:19:06Z,Shoe,Summer,2
2016-07-17T12:06:51Z,Sneaker,Summer,1
2016-07-17T12:25:27Z,Shoe,Summer,3
2016-07-17T12:25:27Z,Shoe,Summer,3
2016-07-17T12:25:27Z,Shoe,Summer,3
2016-07-17T13:33:56Z,Shoe,Summer,1
2016-07-18T04:00:03Z,Shoe,Summer,1
2016-07-18T04:23:36Z,Boot,Summer,1
2016-07-19T01:26:14Z,Shoe,Summer,16
2016-07-19T01:26:14Z,Shoe,Summer,16
2016-07-19T01:26:14Z,Shoe,Summer,16
2016-07-19T01:26:14Z,Shoe,Summer,16
2016-07-19T01:26:14Z,Shoe,Summer,16
2016-07-19T01:26:14Z,Shoe,Summer,16
2016-07-19T01:26:14Z,Shoe,Summer,16
2016-07-19T01:26:14Z,Shoe,Summer,16
2016-07-19T01:26:14Z,Shoe,Summer,16
2016-07-19T01:26:14Z,Shoe,Summer,16
2016-07-19T01:26:14Z,Shoe,Summer,16
2016-07-19T01:26:14Z,Shoe,Summer,16
2016-07-19T01:26:14Z,Shoe,Summer,16
2016-07-19T01:26:14Z,Shoe,Summer,16
2016-07-19T01:26:14Z,Shoe,Summer,16
2016-07-19T01:26:14Z,Shoe,Summer,16
2016-07-19T03:04:01Z,Shoe,Summer,3
2016-07-19T03:04:01Z,Shoe,Summer,3
2016-07-19T03:04:01Z,Shoe,Summer,3
2016-07-19T03:04:05Z,Shoe,Summer,1
2016-07-19T03:04:07Z,Shoe,Summer,3
2016-07-19T03:04:07Z,Shoe,Summer,3
2016-07-19T03:04:07Z,Shoe,Summer,3
2016-07-19T03:04:28Z,Boot,Summer,2
2016-07-19T03:04:28Z,Boot,Summer,2
2016-07-19T03:04:35Z,Shoe,Summer,4
2016-07-19T03:04:35Z,Shoe,Summer,4
2016-07-19T03:04:35Z,Shoe,Summer,4
2016-07-19T03:04:35Z,Shoe,Summer,4
2016-07-19T04:54:13Z,Boot,Summer,1
2016-07-19T17:13:10Z,Shoe,Summer,5
2016-07-19T17:13:10Z,Shoe,Summer,5
2016-07-19T17:13:10Z,Shoe,Summer,5
2016-07-19T17:13:10Z,Shoe,Summer,5
2016-07-19T17:13:10Z,Shoe,Summer,5
2016-07-19T21:07:31Z,Shoe,Summer,1
2016-07-19T22:46:51Z,Loafer,Summer,1
2016-07-20T02:02:52Z,Shoe,Summer,5
2016-07-20T02:02:52Z,Shoe,Summer,5
2016-07-20T02:02:52Z,Shoe,Summer,5
2016-07-20T02:02:52Z,Shoe,Summer,5
2016-07-20T02:02:52Z,Shoe,Summer,5
2016-07-20T12:14:33Z,Sneaker,Summer,11
2016-07-20T12:14:33Z,Sneaker,Summer,11
2016-07-20T12:14:33Z,Sneaker,Summer,11
2016-07-20T12:14:33Z,Sneaker,Summer,11
2016-07-20T12:14:33Z,Sneaker,Summer,11
2016-07-20T12:14:33Z,Sneaker,Summer,11
2016-07-20T12:14:33Z,Sneaker,Summer,11
2016-07-20T12:14:33Z,Sneaker,Summer,11
2016-07-20T12:14:33Z,Sneaker,Summer,11
2016-07-20T12:14:33Z,Sneaker,Summer,11
2016-07-20T12:14:33Z,Sneaker,Summer,11
2016-07-20T15:40:19Z,Loafer,Summer,2
2016-07-20T15:40:19Z,Loafer,Summer,2
2016-07-20T17:34:24Z,Boot,Summer,1
2016-07-20T20:14:37Z,Shoe,Summer,3
2016-07-20T20:14:37Z,Shoe,Summer,3
2016-07-20T20:14:37Z,Shoe,Summer,3
2016-07-20T22:27:32Z,Boot,Summer,3
2016-07-20T22:27:32Z,Boot,Summer,3
2016-07-20T22:27:32Z,Boot,Summer,3
2016-07-20T22:42:06Z,Sneaker,Summer,3
2016-07-20T22:42:06Z,Sneaker,Summer,3
2016-07-20T22:42:06Z,Sneaker,Summer,3
2016-07-20T23:11:16Z,Shoe,Summer,2
2016-07-20T23:11:16Z,Shoe,Summer,2
2016-07-20T23:47:06Z,Shoe,Summer,2
2016-07-20T23:47:06Z,Shoe,Summer,2
2016-07-21T00:17:02Z,Shoe,Summer,2
2016-07-21T00:17:02Z,Shoe,Summer,2
2016-07-21T00:17:06Z,Boot,Summer,1
2016-07-21T00:17:09Z,Shoe,Summer,1
2016-07-21T01:17:12Z,Shoe,Summer,1
2016-07-21T01:17:44Z,Shoe,Summer,2
2016-07-21T01:17:44Z,Shoe,Summer,2
2016-07-21T01:49:23Z,Shoe,Summer,1
2016-07-21T01:49:25Z,Shoe,Summer,1
2016-07-21T02:11:49Z,Shoe,Summer,1
2016-07-21T02:50:42Z,Shoe,Summer,2
2016-07-21T02:50:42Z,Shoe,Summer,2
2016-07-21T02:53:01Z,Shoe,Summer,1
2016-07-21T03:41:01Z,Shoe,Summer,1
2016-07-21T05:03:52Z,Shoe,Summer,2
2016-07-21T05:03:52Z,Shoe,Summer,2
2016-07-21T05:03:53Z,Shoe,Summer,2
2016-07-21T05:03:53Z,Shoe,Summer,2
2016-07-21T05:03:54Z,Shoe,Summer,2
2016-07-21T05:03:54Z,Shoe,Summer,2
2016-07-21T05:19:50Z,Shoe,Summer,2
2016-07-21T05:19:50Z,Shoe,Summer,2
2016-07-21T05:19:57Z,Shoe,Summer,2
2016-07-21T05:19:57Z,Shoe,Summer,2
2016-07-21T05:20:02Z,Shoe,Summer,2
2016-07-21T05:20:02Z,Shoe,Summer,2
2016-07-21T05:41:59Z,Boot,Summer,2
2016-07-21T05:41:59Z,Boot,Summer,2
2016-07-21T06:00:02Z,Shoe,Summer,2
2016-07-21T06:00:02Z,Shoe,Summer,2
2016-07-21T08:34:30Z,Shoe,Summer,1
2016-07-21T09:00:36Z,Shoe,Summer,3
2016-07-21T09:00:36Z,Shoe,Summer,3
2016-07-21T09:00:36Z,Shoe,Summer,3
2016-07-21T09:30:34Z,Shoe,Summer,1
2016-07-21T13:22:02Z,Shoe,Summer,4
2016-07-21T13:22:02Z,Shoe,Summer,4
2016-07-21T13:22:02Z,Shoe,Summer,4
2016-07-21T13:22:02Z,Shoe,Summer,4
2016-07-21T13:39:28Z,Shoe,Summer,1
2016-07-21T13:39:32Z,Shoe,Summer,2
2016-07-21T13:39:32Z,Shoe,Summer,2
2016-07-21T14:07:11Z,Shoe,Summer,1
2016-07-21T14:07:23Z,Shoe,Summer,2
2016-07-21T14:07:23Z,Shoe,Summer,2
2016-07-21T14:08:57Z,Shoe,Summer,1
2016-07-21T14:17:54Z,Shoe,Summer,1
2016-07-21T14:28:23Z,Shoe,Summer,2
2016-07-21T14:28:23Z,Shoe,Summer,2
2016-07-21T14:29:22Z,Shoe,Summer,2
2016-07-21T14:29:22Z,Shoe,Summer,2
2016-07-21T14:29:23Z,Shoe,Summer,2
2016-07-21T14:29:23Z,Shoe,Summer,2
2016-07-21T14:29:24Z,Shoe,Summer,5
2016-07-21T14:29:24Z,Shoe,Summer,5
2016-07-21T14:29:24Z,Shoe,Summer,5
2016-07-21T14:29:24Z,Shoe,Summer,5
2016-07-21T14:29:24Z,Shoe,Summer,5
2016-07-21T14:29:25Z,Shoe,Summer,1
2016-07-21T14:31:39Z,Shoe,Summer,2
2016-07-21T14:31:39Z,Shoe,Summer,2
2016-07-22T00:15:00Z,Boot,Summer,1
2016-07-26T17:46:33Z,Shoe,Summer,1
2016-07-26T21:19:49Z,Shoe,Summer,2
2016-07-26T21:19:49Z,Shoe,Summer,2
2016-07-26T21:53:00Z,Loafer,Summer,1
2016-07-26T22:09:49Z,Oxford,Summer,3
2016-07-26T22:09:49Z,Oxford,Summer,3
2016-07-26T22:09:49Z,Oxford,Summer,3
2016-07-26T22:49:23Z,Shoe,Summer,1
2016-07-27T01:23:16Z,Shoe,Summer,1
2016-07-27T02:37:58Z,Shoe,Summer,1
2016-07-27T02:38:36Z,Shoe,Summer,1
2016-07-27T06:28:43Z,Boot,Summer,7
2016-07-27T06:28:43Z,Boot,Summer,7
2016-07-27T06:28:43Z,Boot,Summer,7
2016-07-27T06:28:43Z,Boot,Summer,7
2016-07-27T06:28:43Z,Boot,Summer,7
2016-07-27T06:28:43Z,Boot,Summer,7
2016-07-27T06:28:43Z,Boot,Summer,7
2016-07-27T08:06:16Z,Shoe,Summer,3
2016-07-27T08:06:16Z,Shoe,Summer,3
2016-07-27T08:06:16Z,Shoe,Summer,3
2016-07-27T08:15:04Z,Shoe,Summer,4
2016-07-27T08:15:04Z,Shoe,Summer,4
2016-07-27T08:15:04Z,Shoe,Summer,4
2016-07-27T08:15:04Z,Shoe,Summer,4
2016-07-27T08:22:47Z,Sneaker,Summer,2
2016-07-27T08:22:47Z,Sneaker,Summer,2
2016-07-27T12:24:16Z,Shoe,Summer,1
2016-07-27T13:51:53Z,Shoe,Summer,1
2016-07-27T13:58:25Z,Shoe,Summer,6
2016-07-27T13:58:25Z,Shoe,Summer,6
2016-07-27T13:58:25Z,Shoe,Summer,6
2016-07-27T13:58:25Z,Shoe,Summer,6
2016-07-27T13:58:25Z,Shoe,Summer,6
2016-07-27T13:58:25Z,Shoe,Summer,6
2016-07-27T14:42:57Z,Shoe,Summer,5
2016-07-27T14:42:57Z,Shoe,Summer,5
2016-07-27T14:42:57Z,Shoe,Summer,5
2016-07-27T14:42:57Z,Shoe,Summer,5
2016-07-27T14:42:57Z,Shoe,Summer,5
2016-07-27T16:04:41Z,Shoe,Summer,1
2016-07-27T20:30:41Z,Shoe,Summer,2
2016-07-27T20:30:41Z,Shoe,Summer,2
2016-07-27T20:34:31Z,Oxford,Summer,2
2016-07-27T20:34:31Z,Oxford,Summer,2
2016-07-27T20:44:27Z,Shoe,Summer,1
2016-07-27T20:47:48Z,Shoe,Summer,2
2016-07-27T20:47:48Z,Shoe,Summer,2
2016-07-27T21:22:20Z,Sneaker,Summer,1
2016-07-27T21:26:04Z,Sneaker,Summer,2
2016-07-27T21:26:04Z,Sneaker,Summer,2
2016-07-27T21:43:40Z,Shoe,Summer,1
2016-07-28T00:55:23Z,Shoe,Summer,1
2016-07-28T04:48:36Z,Sneaker,Summer,1
2016-07-28T04:55:26Z,Shoe,Summer,1
2016-07-28T05:07:04Z,Shoe,Summer,1
2016-07-28T10:12:19Z,Boot,Summer,1
2016-07-28T11:30:06Z,Boot,Summer,3
2016-07-28T11:30:06Z,Boot,Summer,3
2016-07-28T11:30:06Z,Boot,Summer,3
2016-07-28T13:24:16Z,Shoe,Summer,2
2016-07-28T13:24:16Z,Shoe,Summer,2
2016-07-28T13:24:17Z,Shoe,Summer,1
2016-07-28T15:38:06Z,Shoe,Summer,2
2016-07-28T15:38:06Z,Shoe,Summer,2
2016-07-28T18:44:26Z,Boot,Summer,1
2016-07-28T18:45:43Z,Shoe,Summer,1
2016-07-28T19:12:34Z,Shoe,Summer,1
2016-07-28T20:20:17Z,Shoe,Summer,1
2016-07-29T23:18:48Z,Shoe,Summer,3
2016-07-29T23:18:48Z,Shoe,Summer,3
2016-07-29T23:18:48Z,Shoe,Summer,3
2016-07-29T23:37:21Z,Shoe,Summer,2
2016-07-29T23:37:21Z,Shoe,Summer,2
2016-07-29T23:42:22Z,Shoe,Summer,1
2016-07-29T23:48:42Z,Shoe,Summer,1
2016-07-29T23:49:40Z,Boot,Summer,8
2016-07-29T23:49:40Z,Boot,Summer,8
2016-07-29T23:49:40Z,Boot,Summer,8
2016-07-29T23:49:40Z,Boot,Summer,8
2016-07-29T23:49:40Z,Boot,Summer,8
2016-07-29T23:49:40Z,Boot,Summer,8
2016-07-29T23:49:40Z,Boot,Summer,8
2016-07-29T23:49:40Z,Boot,Summer,8
2016-07-29T23:56:52Z,Shoe,Summer,2
2016-07-29T23:56:52Z,Shoe,Summer,2
2016-07-30T03:46:49Z,Boot,Summer,1
2016-07-30T03:50:17Z,Shoe,Summer,2
2016-07-30T03:50:17Z,Shoe,Summer,2
2016-07-30T03:51:46Z,Shoe,Summer,2
2016-07-30T03:51:46Z,Shoe,Summer,2
2016-07-30T05:56:33Z,Shoe,Summer,6
2016-07-30T05:56:33Z,Shoe,Summer,6
2016-07-30T05:56:33Z,Shoe,Summer,6
2016-07-30T05:56:33Z,Shoe,Summer,6
2016-07-30T05:56:33Z,Shoe,Summer,6
2016-07-30T05:56:33Z,Shoe,Summer,6
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-07-30T05:58:09Z,Shoe,Summer,66
2016-08-01T03:08:05Z,Shoe,Summer,4
2016-08-01T03:08:05Z,Shoe,Summer,4
2016-08-01T03:08:05Z,Shoe,Summer,4
2016-08-01T03:08:05Z,Shoe,Summer,4
2016-08-01T03:11:06Z,Shoe,Summer,4
2016-08-01T03:11:06Z,Shoe,Summer,4
2016-08-01T03:11:06Z,Shoe,Summer,4
2016-08-01T03:11:06Z,Shoe,Summer,4
2016-08-01T03:11:14Z,Shoe,Summer,4
2016-08-01T03:11:14Z,Shoe,Summer,4
2016-08-01T03:11:14Z,Shoe,Summer,4
2016-08-01T03:11:14Z,Shoe,Summer,4
2016-08-02T04:06:44Z,Shoe,Summer,4
2016-08-02T04:06:44Z,Shoe,Summer,4
2016-08-02T04:06:44Z,Shoe,Summer,4
2016-08-02T04:06:44Z,Shoe,Summer,4
2016-08-02T04:07:56Z,Shoe,Summer,2
2016-08-02T04:07:56Z,Shoe,Summer,2
2016-08-02T04:08:14Z,Shoe,Summer,2
2016-08-02T04:08:14Z,Shoe,Summer,2
2016-08-02T04:09:52Z,Canvas,Summer,4
2016-08-02T04:09:52Z,Canvas,Summer,4
2016-08-02T04:09:52Z,Canvas,Summer,4
2016-08-02T04:09:52Z,Canvas,Summer,4
2016-08-02T04:09:54Z,Shoe,Summer,2
2016-08-02T04:09:54Z,Shoe,Summer,2
2016-08-02T04:11:32Z,Shoe,Summer,1
2016-08-04T01:02:56Z,Shoe,Summer,1
2016-08-04T01:14:25Z,Loafer,Summer,1
2016-08-04T04:05:18Z,Shoe,Summer,2
2016-08-04T04:05:18Z,Shoe,Summer,2
2016-08-04T04:05:47Z,Boot,Summer,1
2016-08-04T04:05:52Z,Shoe,Summer,2
2016-08-04T04:05:52Z,Shoe,Summer,2
2016-08-04T04:06:35Z,Shoe,Summer,2
2016-08-04T04:06:35Z,Shoe,Summer,2
2016-08-04T04:07:24Z,Boot,Summer,1
2016-08-04T04:07:26Z,Shoe,Summer,2
2016-08-04T04:07:26Z,Shoe,Summer,2
2016-08-04T04:07:31Z,Shoe,Summer,2
2016-08-04T04:07:31Z,Shoe,Summer,2
2016-08-06T14:05:18Z,Shoe,Summer,1
2016-08-06T15:07:09Z,Shoe,Summer,1
2016-08-06T23:40:56Z,Shoe,Summer,1
2016-08-11T16:50:05Z,Shoe,Summer,1
2016-08-11T17:50:27Z,Shoe,Summer,1
2016-08-12T10:19:39Z,Shoe,Summer,1
2016-08-23T10:18:51Z,Shoe,Summer,1
2016-08-23T10:21:03Z,Shoe,Summer,1
2016-08-23T11:19:42Z,Shoe,Summer,1
2016-09-06T07:37:41Z,Shoe,Fall,2
2016-09-06T07:37:41Z,Shoe,Fall,2
2016-09-06T08:07:54Z,Shoe,Fall,2
2016-09-06T08:07:54Z,Shoe,Fall,2
2016-09-06T08:24:53Z,Shoe,Fall,1
2016-09-13T14:33:13Z,Shoe,Fall,6
2016-09-13T14:33:13Z,Shoe,Fall,6
2016-09-13T14:33:13Z,Shoe,Fall,6
2016-09-13T14:33:13Z,Shoe,Fall,6
2016-09-13T14:33:13Z,Shoe,Fall,6
2016-09-13T14:33:13Z,Shoe,Fall,6
2016-09-13T16:01:19Z,Shoe,Fall,1
2016-09-13T16:38:18Z,Boot,Fall,2
2016-09-13T16:38:18Z,Boot,Fall,2
2016-09-17T06:43:52Z,Shoe,Fall,2
2016-09-17T06:43:52Z,Shoe,Fall,2
2016-09-21T01:12:17Z,Shoe,Fall,3
2016-09-21T01:12:17Z,Shoe,Fall,3
2016-09-21T01:12:17Z,Shoe,Fall,3
2016-09-23T11:19:27Z,Shoe,Fall,1
2016-09-23T12:51:57Z,Sneaker,Fall,2
2016-09-23T12:51:57Z,Sneaker,Fall,2
2016-09-23T13:06:50Z,Shoe,Fall,1
2016-09-25T04:43:51Z,Boot,Fall,4
2016-09-25T04:43:51Z,Boot,Fall,4
2016-09-25T04:43:51Z,Boot,Fall,4
2016-09-25T04:43:51Z,Boot,Fall,4
2016-09-25T04:43:57Z,Shoe,Fall,3
2016-09-25T04:43:57Z,Shoe,Fall,3
2016-09-25T04:43:57Z,Shoe,Fall,3
2016-09-25T04:49:04Z,Shoe,Fall,2
2016-09-25T04:49:04Z,Shoe,Fall,2
2016-09-25T10:01:00Z,Shoe,Fall,1
2016-09-25T10:01:26Z,Sneaker,Fall,1
2016-09-25T10:01:31Z,Shoe,Fall,2
2016-09-25T10:01:31Z,Shoe,Fall,2
2016-09-25T11:29:46Z,Shoe,Fall,1
2016-09-27T01:30:17Z,Shoe,Fall,2
