dateupdated,shoe_type,season,n
2016-04-03T17:48:21Z,Canvas,Spring,1
2016-04-04T23:56:57Z,Canvas,Spring,2
2016-04-04T23:56:57Z,Canvas,Spring,2
2016-04-05T21:56:49Z,Canvas,Spring,3
2016-04-05T21:56:49Z,Canvas,Spring,3
2016-04-05T21:56:49Z,Canvas,Spring,3
2016-04-05T21:57:48Z,Canvas,Spring,3
2016-04-05T21:57:48Z,Canvas,Spring,3
2016-04-05T21:57:48Z,Canvas,Spring,3
2016-04-05T22:01:30Z,Canvas,Spring,1
2016-04-05T22:03:55Z,Canvas,Spring,1
2016-04-05T22:28:02Z,Shoe,Spring,2
2016-04-05T22:28:02Z,Shoe,Spring,2
2016-04-05T23:23:48Z,Boot,Spring,2
2016-04-05T23:23:48Z,Boot,Spring,2
2016-04-05T23:24:02Z,Boot,Spring,2
2016-04-05T23:24:02Z,Boot,Spring,2
2016-04-05T23:27:23Z,Boot,Spring,2
2016-04-05T23:27:23Z,Boot,Spring,2
2016-04-05T23:28:55Z,Boot,Spring,2
2016-04-05T23:28:55Z,Boot,Spring,2
2016-04-05T23:29:03Z,Boot,Spring,2
2016-04-05T23:29:03Z,Boot,Spring,2
2016-04-05T23:29:11Z,Boot,Spring,2
2016-04-05T23:29:11Z,Boot,Spring,2
2016-04-05T23:29:16Z,Boot,Spring,2
2016-04-05T23:29:16Z,Boot,Spring,2
2016-04-05T23:29:24Z,Boot,Spring,2
2016-04-05T23:29:24Z,Boot,Spring,2
2016-04-05T23:29:25Z,Boot,Spring,2
2016-04-05T23:29:25Z,Boot,Spring,2
2016-04-05T23:29:32Z,Boot,Spring,2
2016-04-05T23:29:32Z,Boot,Spring,2
2016-04-05T23:29:52Z,Boot,Spring,2
2016-04-05T23:29:52Z,Boot,Spring,2
2016-04-05T23:29:54Z,Boot,Spring,4
2016-04-05T23:29:54Z,Boot,Spring,4
2016-04-05T23:29:54Z,Boot,Spring,4
2016-04-05T23:29:54Z,Boot,Spring,4
2016-04-05T23:29:58Z,Boot,Spring,2
2016-04-05T23:29:58Z,Boot,Spring,2
2016-04-05T23:30:11Z,Boot,Spring,2
2016-04-05T23:30:11Z,Boot,Spring,2
2016-04-05T23:30:34Z,Boot,Spring,2
2016-04-05T23:30:34Z,Boot,Spring,2
2016-04-05T23:31:33Z,Boot,Spring,2
2016-04-05T23:31:33Z,Boot,Spring,2
2016-04-05T23:31:34Z,Boot,Spring,2
2016-04-05T23:31:34Z,Boot,Spring,2
2016-04-05T23:31:41Z,Boot,Spring,3
2016-04-05T23:31:41Z,Boot,Spring,3
2016-04-05T23:31:41Z,Boot,Spring,3
2016-04-05T23:32:01Z,Boot,Spring,2
2016-04-05T23:32:01Z,Boot,Spring,2
2016-04-05T23:32:04Z,Boot,Spring,2
2016-04-05T23:32:04Z,Boot,Spring,2
2016-04-05T23:33:21Z,Boot,Spring,2
2016-04-05T23:33:21Z,Boot,Spring,2
2016-04-05T23:34:01Z,Boot,Spring,2
2016-04-05T23:34:01Z,Boot,Spring,2
2016-04-05T23:34:03Z,Boot,Spring,2
2016-04-05T23:34:03Z,Boot,Spring,2
2016-04-05T23:34:06Z,Boot,Spring,2
2016-04-05T23:34:06Z,Boot,Spring,2
2016-04-05T23:34:15Z,Boot,Spring,1
2016-04-05T23:34:22Z,Boot,Spring,2
2016-04-05T23:34:22Z,Boot,Spring,2
2016-04-05T23:34:29Z,Boot,Spring,2
2016-04-05T23:34:29Z,Boot,Spring,2
2016-04-06T01:08:30Z,Canvas,Spring,2
2016-04-06T01:08:30Z,Canvas,Spring,2
2016-04-06T02:11:29Z,Boot,Spring,2
2016-04-06T02:11:29Z,Boot,Spring,2
2016-04-06T02:16:16Z,Shoe,Spring,3
2016-04-06T02:16:16Z,Shoe,Spring,3
2016-04-06T02:16:16Z,Shoe,Spring,3
2016-04-06T02:22:39Z,Boot,Spring,3
2016-04-06T02:22:39Z,Boot,Spring,3
2016-04-06T02:22:39Z,Boot,Spring,3
2016-04-06T04:46:14Z,Boot,Spring,1
2016-04-06T06:23:25Z,Canvas,Spring,2
2016-04-06T06:23:25Z,Canvas,Spring,2
2016-04-06T06:23:46Z,Canvas,Spring,2
2016-04-06T06:23:46Z,Canvas,Spring,2
2016-04-06T06:39:28Z,Canvas,Spring,2
2016-04-06T06:39:28Z,Canvas,Spring,2
2016-04-06T07:18:10Z,Shoe,Spring,6
2016-04-06T07:18:10Z,Shoe,Spring,6
2016-04-06T07:18:10Z,Shoe,Spring,6
2016-04-06T07:18:10Z,Shoe,Spring,6
2016-04-06T07:18:10Z,Shoe,Spring,6
2016-04-06T07:18:10Z,Shoe,Spring,6
2016-04-06T07:18:16Z,Boot,Spring,5
2016-04-06T07:18:16Z,Boot,Spring,5
2016-04-06T07:18:16Z,Boot,Spring,5
2016-04-06T07:18:16Z,Boot,Spring,5
2016-04-06T07:18:16Z,Boot,Spring,5
2016-04-06T07:18:39Z,Boot,Spring,3
2016-04-06T07:18:39Z,Boot,Spring,3
2016-04-06T07:18:39Z,Boot,Spring,3
2016-04-06T07:20:02Z,Shoe,Spring,2
2016-04-06T07:20:02Z,Shoe,Spring,2
2016-04-06T09:09:42Z,Shoe,Spring,1
2016-04-07T22:52:10Z,Shoe,Spring,2
2016-04-07T22:52:10Z,Shoe,Spring,2
2016-04-07T22:57:48Z,Shoe,Spring,1
2016-04-07T23:00:45Z,Shoe,Spring,2
2016-04-07T23:00:45Z,Shoe,Spring,2
2016-04-07T23:00:57Z,Shoe,Spring,2
2016-04-07T23:00:57Z,Shoe,Spring,2
2016-04-07T23:06:46Z,Shoe,Spring,1
2016-04-07T23:19:07Z,Shoe,Spring,1
2016-04-07T23:33:13Z,Shoe,Spring,3
2016-04-07T23:33:13Z,Shoe,Spring,3
2016-04-07T23:33:13Z,Shoe,Spring,3
2016-04-07T23:39:03Z,Shoe,Spring,1
2016-04-07T23:45:49Z,Shoe,Spring,2
2016-04-07T23:45:49Z,Shoe,Spring,2
2016-04-07T23:57:29Z,Shoe,Spring,1
2016-04-08T01:13:36Z,Shoe,Spring,1
2016-04-08T01:13:55Z,Shoe,Spring,1
2016-04-08T01:15:55Z,Shoe,Spring,1
2016-04-08T01:19:38Z,Shoe,Spring,2
2016-04-08T01:19:38Z,Shoe,Spring,2
2016-04-08T03:02:32Z,Boot,Spring,4
2016-04-08T03:02:32Z,Boot,Spring,4
2016-04-08T03:02:32Z,Boot,Spring,4
2016-04-08T03:02:32Z,Boot,Spring,4
2016-04-08T05:35:21Z,Shoe,Spring,1
2016-04-08T06:47:22Z,Boot,Spring,1
2016-04-08T08:20:37Z,Shoe,Spring,1
2016-04-08T23:23:31Z,Canvas,Spring,5
2016-04-08T23:23:31Z,Canvas,Spring,5
2016-04-08T23:23:31Z,Canvas,Spring,5
2016-04-08T23:23:31Z,Canvas,Spring,5
2016-04-08T23:23:31Z,Canvas,Spring,5
2016-04-08T23:26:05Z,Canvas,Spring,1
2016-04-08T23:29:01Z,Canvas,Spring,1
2016-04-09T22:48:04Z,Canvas,Spring,1
2016-04-10T23:07:04Z,Shoe,Spring,3
2016-04-10T23:07:04Z,Shoe,Spring,3
2016-04-10T23:07:04Z,Shoe,Spring,3
2016-04-10T23:13:59Z,Boot,Spring,3
2016-04-10T23:13:59Z,Boot,Spring,3
2016-04-10T23:13:59Z,Boot,Spring,3
2016-04-10T23:15:54Z,Shoe,Spring,6
2016-04-10T23:15:54Z,Shoe,Spring,6
2016-04-10T23:15:54Z,Shoe,Spring,6
2016-04-10T23:15:54Z,Shoe,Spring,6
2016-04-10T23:15:54Z,Shoe,Spring,6
2016-04-10T23:15:54Z,Shoe,Spring,6
2016-04-10T23:16:37Z,Shoe,Spring,1
2016-04-10T23:16:52Z,Boot,Spring,2
2016-04-10T23:16:52Z,Boot,Spring,2
2016-04-10T23:19:00Z,Boot,Spring,2
2016-04-10T23:19:00Z,Boot,Spring,2
2016-04-10T23:20:51Z,Shoe,Spring,3
2016-04-10T23:20:51Z,Shoe,Spring,3
2016-04-10T23:20:51Z,Shoe,Spring,3
2016-04-10T23:21:38Z,Shoe,Spring,1
2016-04-10T23:23:30Z,Shoe,Spring,3
2016-04-10T23:23:30Z,Shoe,Spring,3
2016-04-10T23:23:30Z,Shoe,Spring,3
2016-04-10T23:26:51Z,Shoe,Spring,4
2016-04-10T23:26:51Z,Shoe,Spring,4
2016-04-10T23:26:51Z,Shoe,Spring,4
2016-04-10T23:26:51Z,Shoe,Spring,4
2016-04-10T23:27:29Z,Shoe,Spring,3
2016-04-10T23:27:29Z,Shoe,Spring,3
2016-04-10T23:27:29Z,Shoe,Spring,3
2016-04-10T23:31:13Z,Shoe,Spring,1
2016-04-10T23:32:42Z,Shoe,Spring,2
2016-04-10T23:32:42Z,Shoe,Spring,2
2016-04-12T03:14:59Z,Shoe,Spring,3
2016-04-12T03:14:59Z,Shoe,Spring,3
2016-04-12T03:14:59Z,Shoe,Spring,3
2016-04-12T03:22:48Z,Shoe,Spring,2
2016-04-12T03:22:48Z,Shoe,Spring,2
2016-04-12T03:25:16Z,Shoe,Spring,3
2016-04-12T03:25:16Z,Shoe,Spring,3
2016-04-12T03:25:16Z,Shoe,Spring,3
2016-04-12T03:27:55Z,Shoe,Spring,1
2016-04-12T03:34:01Z,Shoe,Spring,3
2016-04-12T03:34:01Z,Shoe,Spring,3
2016-04-12T03:34:01Z,Shoe,Spring,3
2016-04-12T03:40:56Z,Shoe,Spring,3
2016-04-12T03:40:56Z,Shoe,Spring,3
2016-04-12T03:40:56Z,Shoe,Spring,3
2016-04-12T03:55:14Z,Shoe,Spring,2
2016-04-12T03:55:14Z,Shoe,Spring,2
2016-04-12T04:00:40Z,Shoe,Spring,2
2016-04-12T04:00:40Z,Shoe,Spring,2
2016-04-12T04:07:24Z,Shoe,Spring,3
2016-04-12T04:07:24Z,Shoe,Spring,3
2016-04-12T04:07:24Z,Shoe,Spring,3
2016-04-12T04:11:26Z,Shoe,Spring,3
2016-04-12T04:11:26Z,Shoe,Spring,3
2016-04-12T04:11:26Z,Shoe,Spring,3
2016-04-12T04:13:43Z,Shoe,Spring,15
2016-04-12T04:13:43Z,Shoe,Spring,15
2016-04-12T04:13:43Z,Shoe,Spring,15
2016-04-12T04:13:43Z,Shoe,Spring,15
2016-04-12T04:13:43Z,Shoe,Spring,15
2016-04-12T04:13:43Z,Shoe,Spring,15
2016-04-12T04:13:43Z,Shoe,Spring,15
2016-04-12T04:13:43Z,Shoe,Spring,15
2016-04-12T04:13:43Z,Shoe,Spring,15
2016-04-12T04:13:43Z,Shoe,Spring,15
2016-04-12T04:13:43Z,Shoe,Spring,15
2016-04-12T04:13:43Z,Shoe,Spring,15
2016-04-12T04:13:43Z,Shoe,Spring,15
2016-04-12T04:13:43Z,Shoe,Spring,15
2016-04-12T04:13:43Z,Shoe,Spring,15
2016-04-12T16:24:08Z,Oxford,Spring,1
2016-04-14T15:03:23Z,Shoe,Spring,1
2016-04-15T12:01:49Z,Shoe,Spring,1
2016-04-18T18:31:40Z,Shoe,Spring,3
2016-04-18T18:31:40Z,Shoe,Spring,3
2016-04-18T18:31:40Z,Shoe,Spring,3
2016-04-19T08:38:37Z,Shoe,Spring,2
2016-04-19T08:38:37Z,Shoe,Spring,2
2016-04-19T08:50:09Z,Shoe,Spring,1
2016-04-19T09:19:18Z,Boot,Spring,1
2016-04-19T10:06:18Z,Shoe,Spring,1
2016-04-19T11:56:55Z,Shoe,Spring,3
2016-04-19T11:56:55Z,Shoe,Spring,3
2016-04-19T11:56:55Z,Shoe,Spring,3
2016-04-20T03:10:03Z,Shoe,Spring,1
2016-04-20T04:55:38Z,Sneaker,Spring,3
2016-04-20T04:55:38Z,Sneaker,Spring,3
2016-04-20T04:55:38Z,Sneaker,Spring,3
2016-04-20T07:50:21Z,Sneaker,Spring,1
2016-04-20T08:29:11Z,Boot,Spring,1
2016-04-20T08:41:00Z,Shoe,Spring,3
2016-04-20T08:41:00Z,Shoe,Spring,3
2016-04-20T08:41:00Z,Shoe,Spring,3
2016-04-21T05:48:45Z,Boot,Spring,1
2016-04-21T06:07:56Z,Shoe,Spring,1
2016-04-22T17:46:23Z,Boot,Spring,3
2016-04-22T17:46:23Z,Boot,Spring,3
2016-04-22T17:46:23Z,Boot,Spring,3
2016-04-22T17:52:58Z,Shoe,Spring,2
2016-04-22T17:52:58Z,Shoe,Spring,2
2016-04-22T17:53:29Z,Boot,Spring,1
2016-04-22T17:56:37Z,Loafer,Spring,4
2016-04-22T17:56:37Z,Loafer,Spring,4
2016-04-22T17:56:37Z,Loafer,Spring,4
2016-04-22T17:56:37Z,Loafer,Spring,4
2016-04-23T13:53:58Z,Shoe,Spring,1
2016-04-24T15:15:52Z,Shoe,Spring,2
2016-04-24T15:15:52Z,Shoe,Spring,2
2016-04-25T02:33:09Z,Canvas,Spring,1
2016-04-25T02:37:04Z,Canvas,Spring,1
2016-04-25T03:01:44Z,Canvas,Spring,6
2016-04-25T03:01:44Z,Canvas,Spring,6
2016-04-25T03:01:44Z,Canvas,Spring,6
2016-04-25T03:01:44Z,Canvas,Spring,6
2016-04-25T03:01:44Z,Canvas,Spring,6
2016-04-25T03:01:44Z,Canvas,Spring,6
2016-04-27T12:49:49Z,Shoe,Spring,1
2016-04-27T22:49:34Z,Shoe,Spring,1
2016-04-29T13:43:42Z,Shoe,Spring,2
2016-04-29T13:43:42Z,Shoe,Spring,2
2016-04-29T18:17:22Z,Oxford,Spring,3
2016-04-29T18:17:22Z,Oxford,Spring,3
2016-04-29T18:17:22Z,Oxford,Spring,3
2016-04-29T18:49:34Z,Shoe,Spring,2
2016-04-29T18:49:34Z,Shoe,Spring,2
2016-05-02T00:34:13Z,Shoe,Spring,1
2016-05-02T00:51:52Z,Shoe,Spring,5
2016-05-02T00:51:52Z,Shoe,Spring,5
2016-05-02T00:51:52Z,Shoe,Spring,5
2016-05-02T00:51:52Z,Shoe,Spring,5
2016-05-02T00:51:52Z,Shoe,Spring,5
2016-05-02T00:51:57Z,Shoe,Spring,5
2016-05-02T00:51:57Z,Shoe,Spring,5
2016-05-02T00:51:57Z,Shoe,Spring,5
2016-05-02T00:51:57Z,Shoe,Spring,5
2016-05-02T00:51:57Z,Shoe,Spring,5
2016-05-02T00:53:06Z,Shoe,Spring,1
2016-05-02T00:53:44Z,Shoe,Spring,1
2016-05-02T01:48:51Z,Boot,Spring,1
2016-05-02T02:07:50Z,Shoe,Spring,1
2016-05-02T02:12:42Z,Shoe,Spring,1
2016-05-02T02:13:48Z,Sneaker,Spring,1
2016-05-02T02:14:20Z,Shoe,Spring,1
2016-05-02T13:44:52Z,Shoe,Spring,1
2016-05-02T16:11:15Z,Shoe,Spring,1
2016-05-02T16:28:28Z,Boot,Spring,1
2016-05-04T22:19:20Z,Shoe,Spring,1
2016-05-06T12:09:13Z,Shoe,Spring,1
2016-05-06T13:26:42Z,Shoe,Spring,1
2016-05-06T14:08:37Z,Shoe,Spring,1
2016-05-07T02:22:38Z,Shoe,Spring,2
2016-05-07T02:22:38Z,Shoe,Spring,2
2016-05-07T02:28:55Z,Shoe,Spring,2
2016-05-07T02:28:55Z,Shoe,Spring,2
2016-05-07T02:32:24Z,Boot,Spring,3
2016-05-07T02:32:24Z,Boot,Spring,3
2016-05-07T02:32:24Z,Boot,Spring,3
2016-05-09T02:58:30Z,Shoe,Spring,1
2016-05-09T04:12:52Z,Sneaker,Spring,2
2016-05-09T04:12:52Z,Sneaker,Spring,2
2016-05-09T13:58:13Z,Canvas,Spring,3
2016-05-09T13:58:13Z,Canvas,Spring,3
2016-05-09T13:58:13Z,Canvas,Spring,3
2016-05-11T04:53:15Z,Shoe,Spring,2
2016-05-11T04:53:15Z,Shoe,Spring,2
2016-05-11T18:15:55Z,Boot,Spring,1
2016-05-11T18:16:04Z,Boot,Spring,5
2016-05-11T18:16:04Z,Boot,Spring,5
2016-05-11T18:16:04Z,Boot,Spring,5
2016-05-11T18:16:04Z,Boot,Spring,5
2016-05-11T18:16:04Z,Boot,Spring,5
2016-05-11T18:16:05Z,Shoe,Spring,4
2016-05-11T18:16:05Z,Shoe,Spring,4
2016-05-11T18:16:05Z,Shoe,Spring,4
2016-05-11T18:16:05Z,Shoe,Spring,4
2016-05-11T18:16:21Z,Boot,Spring,2
2016-05-11T18:16:21Z,Boot,Spring,2
2016-05-11T18:16:23Z,Boot,Spring,1
2016-05-11T18:16:31Z,Boot,Spring,3
2016-05-11T18:16:31Z,Boot,Spring,3
2016-05-11T18:16:31Z,Boot,Spring,3
2016-05-11T18:16:38Z,Boot,Spring,3
2016-05-11T18:16:38Z,Boot,Spring,3
2016-05-11T18:16:38Z,Boot,Spring,3
2016-05-11T18:16:44Z,Boot,Spring,2
2016-05-11T18:16:44Z,Boot,Spring,2
2016-05-11T18:17:06Z,Boot,Spring,1
2016-05-11T18:17:10Z,Boot,Spring,1
2016-05-11T18:17:26Z,Boot,Spring,1
2016-05-11T18:18:29Z,Boot,Spring,2
2016-05-11T18:18:29Z,Boot,Spring,2
2016-05-11T18:18:56Z,Boot,Spring,3
2016-05-11T18:18:56Z,Boot,Spring,3
2016-05-11T18:18:56Z,Boot,Spring,3
2016-05-11T18:19:15Z,Boot,Spring,5
2016-05-11T18:19:15Z,Boot,Spring,5
2016-05-11T18:19:15Z,Boot,Spring,5
2016-05-11T18:19:15Z,Boot,Spring,5
2016-05-11T18:19:15Z,Boot,Spring,5
2016-05-11T18:19:17Z,Boot,Spring,3
2016-05-11T18:19:17Z,Boot,Spring,3
2016-05-11T18:19:17Z,Boot,Spring,3
2016-05-11T18:19:18Z,Boot,Spring,2
2016-05-11T18:19:18Z,Boot,Spring,2
2016-05-11T18:20:59Z,Boot,Spring,4
2016-05-11T18:20:59Z,Boot,Spring,4
2016-05-11T18:20:59Z,Boot,Spring,4
2016-05-11T18:20:59Z,Boot,Spring,4
2016-05-11T18:25:10Z,Boot,Spring,1
2016-05-11T18:26:29Z,Boot,Spring,2
2016-05-11T18:26:29Z,Boot,Spring,2
2016-05-11T18:26:38Z,Boot,Spring,2
2016-05-11T18:26:38Z,Boot,Spring,2
2016-05-11T18:26:53Z,Boot,Spring,4
2016-05-11T18:26:53Z,Boot,Spring,4
2016-05-11T18:26:53Z,Boot,Spring,4
2016-05-11T18:26:53Z,Boot,Spring,4
2016-05-11T18:27:11Z,Boot,Spring,2
2016-05-11T18:27:11Z,Boot,Spring,2
2016-05-11T18:28:47Z,Shoe,Spring,1
2016-05-15T13:05:37Z,Shoe,Spring,1
2016-05-15T15:22:51Z,Sneaker,Spring,4
2016-05-15T15:22:51Z,Sneaker,Spring,4
2016-05-15T15:22:51Z,Sneaker,Spring,4
2016-05-15T15:22:51Z,Sneaker,Spring,4
2016-05-16T06:26:44Z,Sneaker,Spring,2
2016-05-16T06:26:44Z,Sneaker,Spring,2
2016-05-16T06:28:22Z,Shoe,Spring,2
2016-05-16T06:28:22Z,Shoe,Spring,2
2016-05-16T06:31:22Z,Boot,Spring,3
2016-05-16T06:31:22Z,Boot,Spring,3
2016-05-16T06:31:22Z,Boot,Spring,3
2016-05-16T18:00:34Z,Sneaker,Spring,2
2016-05-16T18:00:34Z,Sneaker,Spring,2
2016-05-16T18:03:49Z,Loafer,Spring,3
2016-05-16T18:03:49Z,Loafer,Spring,3
2016-05-16T18:03:49Z,Loafer,Spring,3
2016-05-16T18:04:31Z,Shoe,Spring,2
2016-05-16T18:04:31Z,Shoe,Spring,2
2016-05-17T10:15:33Z,Shoe,Spring,1
2016-05-17T14:18:53Z,Boot,Spring,1
2016-05-18T00:09:36Z,Loafer,Spring,3
2016-05-18T00:09:36Z,Loafer,Spring,3
2016-05-18T00:09:36Z,Loafer,Spring,3
2016-05-18T03:26:31Z,Canvas,Spring,3
2016-05-18T03:26:31Z,Canvas,Spring,3
2016-05-18T03:26:31Z,Canvas,Spring,3
2016-05-18T20:12:06Z,Shoe,Spring,2
2016-05-18T20:12:06Z,Shoe,Spring,2
2016-05-18T20:39:58Z,Shoe,Spring,4
2016-05-18T20:39:58Z,Shoe,Spring,4
2016-05-18T20:39:58Z,Shoe,Spring,4
2016-05-18T20:39:58Z,Shoe,Spring,4
2016-05-20T14:30:08Z,Shoe,Spring,1
2016-05-21T00:57:51Z,Shoe,Spring,1
2016-05-23T03:54:53Z,Shoe,Spring,1
2016-05-23T04:05:02Z,Shoe,Spring,2
2016-05-23T04:05:02Z,Shoe,Spring,2
2016-05-23T07:02:14Z,Boot,Spring,1
2016-05-23T07:02:24Z,Boot,Spring,2
2016-05-23T07:02:24Z,Boot,Spring,2
2016-05-23T07:12:39Z,Canvas,Spring,3
2016-05-23T07:12:39Z,Canvas,Spring,3
2016-05-23T07:12:39Z,Canvas,Spring,3
2016-05-23T09:31:30Z,Boot,Spring,1
2016-05-23T11:55:29Z,Shoe,Spring,1
2016-05-24T03:53:20Z,Shoe,Spring,1
2016-05-24T05:00:30Z,Loafer,Spring,1
2016-05-24T05:19:18Z,Shoe,Spring,1
2016-05-24T06:38:14Z,Shoe,Spring,2
2016-05-24T06:38:14Z,Shoe,Spring,2
2016-05-24T07:52:49Z,Shoe,Spring,1
2016-05-24T15:13:38Z,Shoe,Spring,1
2016-05-25T06:31:16Z,Shoe,Spring,1
2016-05-25T07:15:41Z,Boot,Spring,2
2016-05-25T07:15:41Z,Boot,Spring,2
2016-05-25T07:22:35Z,Boot,Spring,1
2016-05-25T08:27:45Z,Shoe,Spring,2
2016-05-25T08:27:45Z,Shoe,Spring,2
2016-05-25T16:42:53Z,Shoe,Spring,1
2016-05-31T09:40:41Z,Boot,Spring,1
2016-05-31T09:41:12Z,Shoe,Spring,1
2016-05-31T10:32:45Z,Shoe,Spring,1
2016-05-31T10:56:23Z,Oxford,Spring,2
2016-05-31T10:56:23Z,Oxford,Spring,2
2016-05-31T11:02:24Z,Shoe,Spring,1
2016-05-31T14:08:43Z,Shoe,Spring,4
2016-05-31T14:08:43Z,Shoe,Spring,4
2016-05-31T14:08:43Z,Shoe,Spring,4
2016-05-31T14:08:43Z,Shoe,Spring,4
2016-05-31T14:32:02Z,Boot,Spring,3
2016-05-31T14:32:02Z,Boot,Spring,3
2016-05-31T14:32:02Z,Boot,Spring,3
2016-05-31T14:35:53Z,Shoe,Spring,1
2016-05-31T15:09:06Z,Loafer,Spring,2
2016-05-31T15:09:06Z,Loafer,Spring,2
2016-06-05T02:17:53Z,Shoe,Summer,2
2016-06-05T02:17:53Z,Shoe,Summer,2
2016-06-05T04:01:26Z,Loafer,Summer,3
2016-06-05T04:01:26Z,Loafer,Summer,3
2016-06-05T04:01:26Z,Loafer,Summer,3
2016-06-06T15:39:32Z,Boot,Summer,1
2016-06-06T15:50:18Z,Shoe,Summer,1
2016-06-06T15:50:22Z,Shoe,Summer,1
2016-06-06T15:50:23Z,Shoe,Summer,1
2016-06-08T03:30:49Z,Shoe,Summer,2
2016-06-08T03:30:49Z,Shoe,Summer,2
2016-06-08T04:06:59Z,Shoe,Summer,3
2016-06-08T04:06:59Z,Shoe,Summer,3
2016-06-08T04:06:59Z,Shoe,Summer,3
2016-06-08T04:07:46Z,Sneaker,Summer,3
2016-06-08T04:07:46Z,Sneaker,Summer,3
2016-06-08T04:07:46Z,Sneaker,Summer,3
2016-06-08T04:11:09Z,Shoe,Summer,2
2016-06-08T04:11:09Z,Shoe,Summer,2
2016-06-08T04:16:14Z,Sneaker,Summer,3
2016-06-08T04:16:14Z,Sneaker,Summer,3
2016-06-08T04:16:14Z,Sneaker,Summer,3
2016-06-08T05:28:43Z,Shoe,Summer,2
2016-06-08T05:28:43Z,Shoe,Summer,2
2016-06-08T05:29:12Z,Boot,Summer,2
2016-06-08T05:29:12Z,Boot,Summer,2
2016-06-08T05:29:40Z,Boot,Summer,3
2016-06-08T05:29:40Z,Boot,Summer,3
2016-06-08T05:29:40Z,Boot,Summer,3
2016-06-08T05:29:50Z,Shoe,Summer,2
2016-06-08T05:29:50Z,Shoe,Summer,2
2016-06-08T05:30:25Z,Sneaker,Summer,2
2016-06-08T05:30:25Z,Sneaker,Summer,2
2016-06-08T05:31:04Z,Sneaker,Summer,4
2016-06-08T05:31:04Z,Sneaker,Summer,4
2016-06-08T05:31:04Z,Sneaker,Summer,4
2016-06-08T05:31:04Z,Sneaker,Summer,4
2016-06-08T05:32:46Z,Shoe,Summer,2
2016-06-08T05:32:46Z,Shoe,Summer,2
2016-06-08T05:32:48Z,Shoe,Summer,3
2016-06-08T05:32:48Z,Shoe,Summer,3
2016-06-08T05:32:48Z,Shoe,Summer,3
2016-06-08T05:33:01Z,Shoe,Summer,3
2016-06-08T05:33:01Z,Shoe,Summer,3
2016-06-08T05:33:01Z,Shoe,Summer,3
2016-06-08T05:33:04Z,Sneaker,Summer,5
2016-06-08T05:33:04Z,Sneaker,Summer,5
2016-06-08T05:33:04Z,Sneaker,Summer,5
2016-06-08T05:33:04Z,Sneaker,Summer,5
2016-06-08T05:33:04Z,Sneaker,Summer,5
2016-06-08T05:33:21Z,Shoe,Summer,3
2016-06-08T05:33:21Z,Shoe,Summer,3
2016-06-08T05:33:21Z,Shoe,Summer,3
2016-06-08T05:33:46Z,Shoe,Summer,4
2016-06-08T05:33:46Z,Shoe,Summer,4
2016-06-08T05:33:46Z,Shoe,Summer,4
2016-06-08T05:33:46Z,Shoe,Summer,4
2016-06-08T05:33:47Z,Shoe,Summer,3
2016-06-08T05:33:47Z,Shoe,Summer,3
2016-06-08T05:33:47Z,Shoe,Summer,3
2016-06-08T05:33:55Z,Shoe,Summer,2
2016-06-08T05:33:55Z,Shoe,Summer,2
2016-06-08T05:34:02Z,Shoe,Summer,2
2016-06-08T05:34:02Z,Shoe,Summer,2
2016-06-08T05:34:08Z,Shoe,Summer,3
2016-06-08T05:34:08Z,Shoe,Summer,3
2016-06-08T05:34:08Z,Shoe,Summer,3
2016-06-08T05:34:11Z,Shoe,Summer,3
2016-06-08T05:34:11Z,Shoe,Summer,3
2016-06-08T05:34:11Z,Shoe,Summer,3
2016-06-11T08:20:36Z,Shoe,Summer,4
2016-06-11T08:20:36Z,Shoe,Summer,4
2016-06-11T08:20:36Z,Shoe,Summer,4
2016-06-11T08:20:36Z,Shoe,Summer,4
2016-06-11T08:20:45Z,Loafer,Summer,2
2016-06-11T08:20:45Z,Loafer,Summer,2
2016-06-13T02:06:06Z,Shoe,Summer,3
2016-06-13T02:06:06Z,Shoe,Summer,3
2016-06-13T02:06:06Z,Shoe,Summer,3
2016-06-13T02:07:18Z,Boot,Summer,2
2016-06-13T02:07:18Z,Boot,Summer,2
2016-06-13T02:15:02Z,Shoe,Summer,2
2016-06-13T02:15:02Z,Shoe,Summer,2
2016-06-14T01:49:42Z,Boot,Summer,3
2016-06-14T01:49:42Z,Boot,Summer,3
2016-06-14T01:49:42Z,Boot,Summer,3
2016-06-14T01:54:10Z,Sneaker,Summer,2
2016-06-14T01:54:10Z,Sneaker,Summer,2
2016-06-14T01:58:41Z,Shoe,Summer,2
2016-06-14T01:58:41Z,Shoe,Summer,2
2016-06-14T02:01:21Z,Shoe,Summer,5
2016-06-14T02:01:21Z,Shoe,Summer,5
2016-06-14T02:01:21Z,Shoe,Summer,5
2016-06-14T02:01:21Z,Shoe,Summer,5
2016-06-14T02:01:21Z,Shoe,Summer,5
2016-06-14T02:01:59Z,Boot,Summer,1
2016-06-15T03:48:37Z,Shoe,Summer,2
2016-06-15T03:48:37Z,Shoe,Summer,2
2016-06-17T05:16:08Z,Boot,Summer,1
2016-06-17T09:15:03Z,Sneaker,Summer,2
2016-06-17T09:15:03Z,Sneaker,Summer,2
2016-06-17T09:15:09Z,Shoe,Summer,2
2016-06-17T09:15:09Z,Shoe,Summer,2
2016-06-17T09:16:31Z,Shoe,Summer,2
